ItemName;ItemCode;Empresa;CreateDate;UpdateDate;u_coleccion;u_estilo;u_genero;u_descripcion;u_descrip_color;u_division;u_sellitem;BarCode;bot_type
660463/BOSTON SFB LEVE/43/MOCCA;140001444162068;SBO_00_DISRESALV;12/02/2025 0:00;25/03/2025 0:00;Core Essential;660463;UNISEX;BOSTON SFB LEVE;MOCCA;CLASSIC;1;809410000000.0;BIRKEN
1025611/ARIZONA SYN/37/DESERT DUST BLACK;140001464031468;SBO_00_DISRESALV;12/02/2025 0:00;05/05/2025 0:00;Seasonal;1025611;UNISEX;ARIZONA SYN;DESERT DUST BLACK;CLASSIC;1;192761000000.0;BIRKEN
1025611/ARIZONA SYN/39/DESERT DUST BLACK;140001464031668;SBO_00_DISRESALV;12/02/2025 0:00;25/03/2025 0:00;Seasonal;1025611;UNISEX;ARIZONA SYN;DESERT DUST BLACK;CLASSIC;1;192761000000.0;BIRKEN
1025611/ARIZONA SYN/40/DESERT DUST BLACK;140001464031768;SBO_00_DISRESALV;12/02/2025 0:00;25/03/2025 0:00;Seasonal;1025611;UNISEX;ARIZONA SYN;DESERT DUST BLACK;CLASSIC;1;192761000000.0;BIRKEN
1027979/ARIZONA SPLIT BF/35/EGGSHELL METALLIC COPPER;110001453981268;SBO_00_DISRESALV;12/02/2025 0:00;25/03/2025 0:00;Seasonal;1027979;WOMENS;ARIZONA SPLIT BF;EGGSHELL METALLIC COPPER;CLASSIC;1;192762000000.0;BIRKEN
1027979/ARIZONA SPLIT BF/39/EGGSHELL METALLIC COPPER;110001453981668;SBO_00_DISRESALV;12/02/2025 0:00;05/05/2025 0:00;Seasonal;1027979;WOMENS;ARIZONA SPLIT BF;EGGSHELL METALLIC COPPER;CLASSIC;1;192762000000.0;BIRKEN
1027979/ARIZONA SPLIT BF/41/EGGSHELL METALLIC COPPER;110001453981868;SBO_00_DISRESALV;12/02/2025 0:00;05/05/2025 0:00;Seasonal;1027979;WOMENS;ARIZONA SPLIT BF;EGGSHELL METALLIC COPPER;CLASSIC;1;192762000000.0;BIRKEN
1027979/ARIZONA SPLIT BF/42/EGGSHELL METALLIC COPPER;110001453981968;SBO_00_DISRESALV;12/02/2025 0:00;05/05/2025 0:00;Seasonal;1027979;WOMENS;ARIZONA SPLIT BF;EGGSHELL METALLIC COPPER;CLASSIC;1;192762000000.0;BIRKEN
1025611/ARIZONA SYN/42/DESERT DUST BLACK;140001464031968;SBO_00_DISRESALV;12/02/2025 0:00;25/03/2025 0:00;Seasonal;1025611;UNISEX;ARIZONA SYN;DESERT DUST BLACK;CLASSIC;1;192761000000.0;BIRKEN
1014841/ARIZONA KIDS BF/29/ELECTRIC METALLIC GOLD;120001004010668;SBO_00_DISRESALV;31/10/2024 0:00;05/05/2025 0:00;Seasonal;1014841;GIRLS;ARIZONA KIDS BF;ELECTRIC METALLIC GOLD;CLASSIC;1;802437000000.0;BIRKEN
1014841/ARIZONA KIDS BF/30/ELECTRIC METALLIC GOLD;120001004010768;SBO_00_DISRESALV;31/10/2024 0:00;05/05/2025 0:00;Seasonal;1014841;GIRLS;ARIZONA KIDS BF;ELECTRIC METALLIC GOLD;CLASSIC;1;802437000000.0;BIRKEN
1014841/ARIZONA KIDS BF/31/ELECTRIC METALLIC GOLD;120001004010868;SBO_00_DISRESALV;31/10/2024 0:00;05/05/2025 0:00;Seasonal;1014841;GIRLS;ARIZONA KIDS BF;ELECTRIC METALLIC GOLD;CLASSIC;1;802437000000.0;BIRKEN
1026484/MILANO BB LENNA/37/HIGH SHINE NEW BEIGE;110001143981468;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1026484;WOMENS;MILANO BB LENNA;HIGH SHINE NEW BEIGE;CLASSIC;1;192762000000.0;BIRKEN
1026484/MILANO BB LENNA/38/HIGH SHINE NEW BEIGE;110001143981568;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1026484;WOMENS;MILANO BB LENNA;HIGH SHINE NEW BEIGE;CLASSIC;1;192762000000.0;BIRKEN
1028424/ARIZONA PLATFORM FLEX BF/39/METALLIC TAUPE;110001284031668;SBO_00_DISRESALV;03/11/2024 0:00;25/03/2025 0:00;Seasonal;1028424;WOMENS;ARIZONA PLATFORM FLEX BF;METALLIC TAUPE;CLASSIC;1;192762000000.0;BIRKEN
1028424/ARIZONA PLATFORM FLEX BF/41/METALLIC TAUPE;110001284031868;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1028424;WOMENS;ARIZONA PLATFORM FLEX BF;METALLIC TAUPE;CLASSIC;1;192762000000.0;BIRKEN
1028432/ARIZONA PLATAFORM FLEX LENB/38/ZINFANDEL;110001294071568;SBO_00_DISRESALV;03/11/2024 0:00;08/11/2024 0:00;Seasonal;1028432;WOMENS;ARIZONA PLATAFORM FLEX LENB;ZINFANDEL;CLASSIC;1;192762000000.0;BIRKEN
1028432/ARIZONA PLATAFORM FLEX LENB/39/ZINFANDEL;110001294071668;SBO_00_DISRESALV;03/11/2024 0:00;25/03/2025 0:00;Seasonal;1028432;WOMENS;ARIZONA PLATAFORM FLEX LENB;ZINFANDEL;CLASSIC;1;192762000000.0;BIRKEN
1028432/ARIZONA PLATAFORM FLEX LENB/41/ZINFANDEL;110001294071868;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1028432;WOMENS;ARIZONA PLATAFORM FLEX LENB;ZINFANDEL;CLASSIC;1;192762000000.0;BIRKEN
1027818/ARIZONA HAMMERED BB LENA HS/39/HIGH SHINE ESPRESSO;110001424111668;SBO_00_DISRESALV;12/02/2025 0:00;05/05/2025 0:00;Seasonal;1027818;WOMENS;ARIZONA HAMMERED BB LENA HS;HIGH SHINE ESPRESSO;CLASSIC;1;192762000000.0;BIRKEN
1027818/ARIZONA HAMMERED BB LENA HS/41/HIGH SHINE ESPRESSO;110001424111868;SBO_00_DISRESALV;12/02/2025 0:00;05/05/2025 0:00;Seasonal;1027818;WOMENS;ARIZONA HAMMERED BB LENA HS;HIGH SHINE ESPRESSO;CLASSIC;1;192762000000.0;BIRKEN
1027818/ARIZONA HAMMERED BB LENA HS/42/HIGH SHINE ESPRESSO;110001424111968;SBO_00_DISRESALV;12/02/2025 0:00;05/05/2025 0:00;Seasonal;1027818;WOMENS;ARIZONA HAMMERED BB LENA HS;HIGH SHINE ESPRESSO;CLASSIC;1;192762000000.0;BIRKEN
1027979/ARIZONA SPLIT BF/36/EGGSHELL METALLIC COPPER;110001453981368;SBO_00_DISRESALV;12/02/2025 0:00;25/03/2025 0:00;Seasonal;1027979;WOMENS;ARIZONA SPLIT BF;EGGSHELL METALLIC COPPER;CLASSIC;1;192762000000.0;BIRKEN
1027979/ARIZONA SPLIT BF/37/EGGSHELL METALLIC COPPER;110001453981468;SBO_00_DISRESALV;12/02/2025 0:00;25/03/2025 0:00;Seasonal;1027979;WOMENS;ARIZONA SPLIT BF;EGGSHELL METALLIC COPPER;CLASSIC;1;192762000000.0;BIRKEN
1027979/ARIZONA SPLIT BF/38/EGGSHELL METALLIC COPPER;110001453981568;SBO_00_DISRESALV;12/02/2025 0:00;05/05/2025 0:00;Seasonal;1027979;WOMENS;ARIZONA SPLIT BF;EGGSHELL METALLIC COPPER;CLASSIC;1;192762000000.0;BIRKEN
1014841/ARIZONA KIDS BF/33/ELECTRIC METALLIC GOLD;120001004011068;SBO_00_DISRESALV;31/10/2024 0:00;08/11/2024 0:00;Seasonal;1014841;GIRLS;ARIZONA KIDS BF;ELECTRIC METALLIC GOLD;CLASSIC;1;802437000000.0;BIRKEN
1014841/ARIZONA KIDS BF/34/ELECTRIC METALLIC GOLD;120001004011168;SBO_00_DISRESALV;31/10/2024 0:00;25/03/2025 0:00;Seasonal;1014841;GIRLS;ARIZONA KIDS BF;ELECTRIC METALLIC GOLD;CLASSIC;1;802437000000.0;BIRKEN
1026739/MOGAMI AS KIDS BF/29/ICY GENTLE ROSE;120001194080668;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1026739;GIRLS;MOGAMI AS KIDS BF;ICY GENTLE ROSE;CLASSIC;1;192762000000.0;BIRKEN
1019656/GIZEH  BFBC  /39/EARTHY  VEG LIGHT  ROSE VEG;110000854081668;SBO_00_DISRESALV;05/09/2024 0:00;25/03/2025 0:00;;1019656;WOMENS;GIZEH  BFBC  ;EARTHY  VEG LIGHT  ROSE VEG;CLASSIC;1;822699000000.0;BIRKEN
1019656/GIZEH  BFBC  /40/EARTHY  VEG LIGHT  ROSE VEG;110000854081768;SBO_00_DISRESALV;05/09/2024 0:00;05/05/2025 0:00;;1019656;WOMENS;GIZEH  BFBC  ;EARTHY  VEG LIGHT  ROSE VEG;CLASSIC;1;822699000000.0;BIRKEN
1026484/MILANO BB LENNA/42/HIGH SHINE NEW BEIGE;110001143981968;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1026484;WOMENS;MILANO BB LENNA;HIGH SHINE NEW BEIGE;CLASSIC;1;192762000000.0;BIRKEN
1026484/MILANO BB LENNA/43/HIGH SHINE NEW BEIGE;110001143982068;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1026484;WOMENS;MILANO BB LENNA;HIGH SHINE NEW BEIGE;CLASSIC;1;192762000000.0;BIRKEN
1026515/SYDNEY BF/38/GRACEFUL LICORICE;110001154051568;SBO_00_DISRESALV;03/11/2024 0:00;08/11/2024 0:00;Seasonal;1026515;WOMENS;SYDNEY BF;GRACEFUL LICORICE;CLASSIC;1;192762000000.0;BIRKEN
1026739/MOGAMI AS KIDS BF/31/ICY GENTLE ROSE;120001194080868;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1026739;GIRLS;MOGAMI AS KIDS BF;ICY GENTLE ROSE;CLASSIC;1;192762000000.0;BIRKEN
1026739/MOGAMI AS KIDS BF/32/ICY GENTLE ROSE;120001194080968;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1026739;GIRLS;MOGAMI AS KIDS BF;ICY GENTLE ROSE;CLASSIC;1;192762000000.0;BIRKEN
1026739/MOGAMI AS KIDS BF/33/ICY GENTLE ROSE;120001194081068;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1026739;GIRLS;MOGAMI AS KIDS BF;ICY GENTLE ROSE;CLASSIC;1;192762000000.0;BIRKEN
1018923/ARIZONA EVA KIDS BEETROOT /28/PURPLE;110000654070568;SBO_00_DISRESALV;31/07/2024 0:00;26/08/2024 0:00;;1018923;WOMENS;ARIZONA EVA KIDS BEETROOT ;PURPLE;ACTIVE;1;822699000000.0;BIRKEN
1018923/ARIZONA EVA KIDS BEETROOT /29/PURPLE;110000654070668;SBO_00_DISRESALV;16/05/2024 0:00;05/05/2025 0:00;;1018923;WOMENS;ARIZONA EVA KIDS BEETROOT;PURPLE;ACTIVE;1;822699000000.0;BIRKEN
1021476/ARIZONA BB LENA/37/HIGH SHINE BLACK;110001094051468;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1021476;WOMENS;ARIZONA BB LENA;HIGH SHINE BLACK;CLASSIC;1;887759000000.0;BIRKEN
1021476/ARIZONA BB LENA/38/HIGH SHINE BLACK;110001094051568;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1021476;WOMENS;ARIZONA BB LENA;HIGH SHINE BLACK;CLASSIC;1;887759000000.0;BIRKEN
1021476/ARIZONA BB LENA/39/HIGH SHINE BLACK;110001094051668;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1021476;WOMENS;ARIZONA BB LENA;HIGH SHINE BLACK;CLASSIC;1;887759000000.0;BIRKEN
1021476/ARIZONA BB LENA/41/HIGH SHINE BLACK;110001094051868;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1021476;WOMENS;ARIZONA BB LENA;HIGH SHINE BLACK;CLASSIC;1;887759000000.0;BIRKEN
1021476/ARIZONA BB LENA/42/HIGH SHINE BLACK;110001094051968;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1021476;WOMENS;ARIZONA BB LENA;HIGH SHINE BLACK;CLASSIC;1;887759000000.0;BIRKEN
52533/ARIZONA LEOI/41/HABANA;140000884141868;SBO_00_DISRESALV;30/10/2024 0:00;08/11/2024 0:00;Core Essential;52533;UNISEX;ARIZONA LEOI;HABANA;CLASSIC;1;809410000000.0;BIRKEN
52533/ARIZONA LEOI/42/HABANA;140000884141968;SBO_00_DISRESALV;30/10/2024 0:00;25/03/2025 0:00;Core Essential;52533;UNISEX;ARIZONA LEOI;HABANA;CLASSIC;1;809410000000.0;BIRKEN
52533/ARIZONA LEOI/43/HABANA;140000884142068;SBO_00_DISRESALV;30/10/2024 0:00;25/03/2025 0:00;Core Essential;52533;UNISEX;ARIZONA LEOI;HABANA;CLASSIC;1;809410000000.0;BIRKEN
127103/BOSTON EVA/36/BLACK;140000894051368;SBO_00_DISRESALV;31/10/2024 0:00;19/05/2025 0:00;Seasonal;127103;UNISEX;BOSTON EVA;BLACK;ACTIVE;1;886455000000.0;BIRKEN
127103/BOSTON EVA/37/BLACK;140000894051468;SBO_00_DISRESALV;31/10/2024 0:00;19/05/2025 0:00;Seasonal;127103;UNISEX;BOSTON EVA;BLACK;ACTIVE;1;886455000000.0;BIRKEN
127103/BOSTON EVA/38/BLACK;140000894051568;SBO_00_DISRESALV;31/10/2024 0:00;19/05/2025 0:00;Seasonal;127103;UNISEX;BOSTON EVA;BLACK;ACTIVE;1;886455000000.0;BIRKEN
127103/BOSTON EVA/39/BLACK;140000894051668;SBO_00_DISRESALV;31/10/2024 0:00;19/05/2025 0:00;Seasonal;127103;UNISEX;BOSTON EVA;BLACK;ACTIVE;1;886455000000.0;BIRKEN
127103/BOSTON EVA/40/BLACK;140000894051768;SBO_00_DISRESALV;31/10/2024 0:00;19/05/2025 0:00;Seasonal;127103;UNISEX;BOSTON EVA;BLACK;ACTIVE;1;886455000000.0;BIRKEN
127103/BOSTON EVA/41/BLACK;140000894051868;SBO_00_DISRESALV;31/10/2024 0:00;19/05/2025 0:00;Seasonal;127103;UNISEX;BOSTON EVA;BLACK;ACTIVE;1;886455000000.0;BIRKEN
127133/BOSTON EVA/36/WHITE;140000903991368;SBO_00_DISRESALV;31/10/2024 0:00;05/05/2025 0:00;Seasonal;127133;UNISEX;BOSTON EVA;WHITE;ACTIVE;1;886455000000.0;BIRKEN
127133/BOSTON EVA/37/WHITE;140000903991468;SBO_00_DISRESALV;31/10/2024 0:00;05/05/2025 0:00;Seasonal;127133;UNISEX;BOSTON EVA;WHITE;ACTIVE;1;886455000000.0;BIRKEN
127133/BOSTON EVA/38/WHITE;140000903991568;SBO_00_DISRESALV;31/10/2024 0:00;05/05/2025 0:00;Seasonal;127133;UNISEX;BOSTON EVA;WHITE;ACTIVE;1;886455000000.0;BIRKEN
127133/BOSTON EVA/39/WHITE;140000903991668;SBO_00_DISRESALV;31/10/2024 0:00;05/05/2025 0:00;Seasonal;127133;UNISEX;BOSTON EVA;WHITE;ACTIVE;1;886455000000.0;BIRKEN
127133/BOSTON EVA/40/WHITE;140000903991768;SBO_00_DISRESALV;31/10/2024 0:00;05/05/2025 0:00;Seasonal;127133;UNISEX;BOSTON EVA;WHITE;ACTIVE;1;886455000000.0;BIRKEN
127133/BOSTON EVA/41/WHITE;140000903991868;SBO_00_DISRESALV;31/10/2024 0:00;05/05/2025 0:00;Seasonal;127133;UNISEX;BOSTON EVA;WHITE;ACTIVE;1;886455000000.0;BIRKEN
951303/ARIZONA SFB/37/TAUPE;140000914031468;SBO_00_DISRESALV;31/10/2024 0:00;08/11/2024 0:00;Core Essential;951303;UNISEX;ARIZONA SFB;TAUPE;CLASSIC;1;809410000000.0;BIRKEN
951303/ARIZONA SFB/38/TAUPE;140000914031568;SBO_00_DISRESALV;31/10/2024 0:00;08/11/2024 0:00;Core Essential;951303;UNISEX;ARIZONA SFB;TAUPE;CLASSIC;1;809410000000.0;BIRKEN
951303/ARIZONA SFB/39/TAUPE;140000914031668;SBO_00_DISRESALV;31/10/2024 0:00;08/11/2024 0:00;Core Essential;951303;UNISEX;ARIZONA SFB;TAUPE;CLASSIC;1;809410000000.0;BIRKEN
951303/ARIZONA SFB/40/TAUPE;140000914031768;SBO_00_DISRESALV;31/10/2024 0:00;08/11/2024 0:00;Core Essential;951303;UNISEX;ARIZONA SFB;TAUPE;CLASSIC;1;809410000000.0;BIRKEN
51701/ARIZONA BF BIRKENSTOCK/38/DARK BROWN;140000064111568;SBO_00_DISRESALV;19/03/2024 0:00;05/05/2025 0:00;Core Essential;51701;UNISEX;ARIZONA BF BIRKENSTOCK;DARK BROWN;CLASSIC;1;736399000000.0;BIRKEN
51701/ARIZONA BF BIRKENSTOCK/39/DARK BROWN;140000064111668;SBO_00_DISRESALV;19/03/2024 0:00;05/05/2025 0:00;Core Essential;51701;UNISEX;ARIZONA BF BIRKENSTOCK;DARK BROWN;CLASSIC;1;736399000000.0;BIRKEN
352203/ARIZONA LEOI /40/TABACCO BROWN;140000304111768;SBO_00_DISRESALV;14/05/2024 0:00;05/05/2025 0:00;Core Essential;352203;UNISEX;ARIZONA LEOI;TABACCO BROWN;CLASSIC;1;809411000000.0;BIRKEN
352203/ARIZONA LEOI /41/TABACCO BROWN;140000304111868;SBO_00_DISRESALV;31/07/2024 0:00;25/03/2025 0:00;Core Essential;352203;UNISEX;ARIZONA LEOI ;TABACCO BROWN;CLASSIC;1;809411000000.0;BIRKEN
1024211/MILANO BB LENNA/39/HIGH SHINE BLACK;110001124051668;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1024211;WOMENS;MILANO BB LENNA;HIGH SHINE BLACK;CLASSIC;1;192761000000.0;BIRKEN
1024211/MILANO BB LENNA/41/HIGH SHINE BLACK;110001124051868;SBO_00_DISRESALV;03/11/2024 0:00;08/11/2024 0:00;Seasonal;1024211;WOMENS;MILANO BB LENNA;HIGH SHINE BLACK;CLASSIC;1;192761000000.0;BIRKEN
1024211/MILANO BB LENNA/42/HIGH SHINE BLACK;110001124051968;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1024211;WOMENS;MILANO BB LENNA;HIGH SHINE BLACK;CLASSIC;1;192761000000.0;BIRKEN
1027161/MOGAMI TERRA BF/43/APEX BLACK;140001214052068;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1027161;UNISEX;MOGAMI TERRA BF;APEX BLACK;ACTIVE;1;192762000000.0;BIRKEN
1027161/MOGAMI TERRA BF/44/APEX BLACK;140001214052168;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1027161;UNISEX;MOGAMI TERRA BF;APEX BLACK;ACTIVE;1;192762000000.0;BIRKEN
960811/BOSTON LEOI /39/TABACCO BROWN;140000584111668;SBO_00_DISRESALV;10/02/2025 0:00;25/03/2025 0:00;Core Essential;960811;UNISEX;BOSTON LEOI;TABACCO BROWN;CLASSIC;1;809411000000.0;BIRKEN
960811/BOSTON LEOI /40/TABACCO BROWN;140000584111768;SBO_00_DISRESALV;16/05/2024 0:00;25/03/2025 0:00;Core Essential;960811;UNISEX;BOSTON LEOI;TABACCO BROWN;CLASSIC;1;809411000000.0;BIRKEN
960811/BOSTON LEOI /41/TABACCO BROWN;140000584111868;SBO_00_DISRESALV;16/05/2024 0:00;25/03/2025 0:00;Core Essential;960811;UNISEX;BOSTON LEOI;TABACCO BROWN;CLASSIC;1;809411000000.0;BIRKEN
551251/ARIZONA SFB BF BIRKENSTOCK/37/BLACK;140000134051468;SBO_00_DISRESALV;30/07/2024 0:00;31/07/2024 0:00;Core Essential;551251;UNISEX;ARIZONA SFB BF BIRKENSTOCK;BLACK;CLASSIC;1;736399000000.0;BIRKEN
551251/ARIZONA SFB BF BIRKENSTOCK/38/BLACK;140000134051568;SBO_00_DISRESALV;30/07/2024 0:00;31/07/2024 0:00;Core Essential;551251;UNISEX;ARIZONA SFB BF BIRKENSTOCK;BLACK;CLASSIC;1;736399000000.0;BIRKEN
551251/ARIZONA SFB BF BIRKENSTOCK/39/BLACK;140000134051668;SBO_00_DISRESALV;30/07/2024 0:00;31/07/2024 0:00;Core Essential;551251;UNISEX;ARIZONA SFB BF BIRKENSTOCK;BLACK;CLASSIC;1;736399000000.0;BIRKEN
51101/ARIZONA NL BIRKENSTOCK/39/DARK BROWN;140000054111668;SBO_00_DISRESALV;19/03/2024 0:00;05/05/2025 0:00;Seasonal;51101;UNISEX;ARIZONA NL BIRKENSTOCK;DARK BROWN;CLASSIC;1;736399000000.0;BIRKEN
51101/ARIZONA NL BIRKENSTOCK/40/DARK BROWN;140000054111768;SBO_00_DISRESALV;19/03/2024 0:00;25/03/2025 0:00;Seasonal;51101;UNISEX;ARIZONA NL BIRKENSTOCK;DARK BROWN;CLASSIC;1;736399000000.0;BIRKEN
51101/ARIZONA NL BIRKENSTOCK/41/DARK BROWN;140000054111868;SBO_00_DISRESALV;19/03/2024 0:00;14/06/2024 0:00;Seasonal;51101;UNISEX;ARIZONA NL BIRKENSTOCK;DARK BROWN;CLASSIC;1;736399000000.0;BIRKEN
1023042/ARIZONA SYN DESERT DUST /46/BLACK VEG;200000714052368;SBO_00_DISRESALV;16/05/2024 0:00;14/06/2024 0:00;Seasonal;1023042;MENS;ARIZONA SYN DESERT DUST;BLACK VEG;CLASSIC;1;887760000000.0;BIRKEN
1025779/ARIZONA SYN /43/DESERT DUST GRTAUPE BR VEG;200000774112068;SBO_00_DISRESALV;16/05/2024 0:00;04/07/2024 0:00;Seasonal;1025779;MENS;ARIZONA SYN DESERT DUST;BR VEG;CLASSIC;1;192762000000.0;BIRKEN
752481/ARIZONA SFB LEOI BIRKENSTOCK/40/BLACK;140000284051768;SBO_00_DISRESALV;19/03/2024 0:00;14/06/2024 0:00;Core Essential;752481;UNISEX;ARIZONA SFB LEOI BIRKENSTOCK;BLACK;CLASSIC;1;886455000000.0;BIRKEN
352201/ARIZONA LEOI /37/TABACCO BROWN;140000294111468;SBO_00_DISRESALV;31/07/2024 0:00;26/08/2024 0:00;Core Essential;352201;UNISEX;ARIZONA LEOI ;TABACCO BROWN;CLASSIC;1;809411000000.0;BIRKEN
352201/ARIZONA LEOI /38/TABACCO BROWN;140000294111568;SBO_00_DISRESALV;31/07/2024 0:00;26/08/2024 0:00;Core Essential;352201;UNISEX;ARIZONA LEOI ;TABACCO BROWN;CLASSIC;1;809411000000.0;BIRKEN
1023449/BOSTON LE/41/VINTAGE WOOD ROAST;200001334111868;SBO_00_DISRESALV;11/02/2025 0:00;05/05/2025 0:00;Seasonal;1023449;MENS;BOSTON LE;VINTAGE WOOD ROAST;ACTIVE;1;887760000000.0;BIRKEN
1023449/BOSTON LE/42/VINTAGE WOOD ROAST;200001334111968;SBO_00_DISRESALV;11/02/2025 0:00;05/05/2025 0:00;Seasonal;1023449;MENS;BOSTON LE;VINTAGE WOOD ROAST;ACTIVE;1;887760000000.0;BIRKEN
1023449/BOSTON LE/43/VINTAGE WOOD ROAST;200001334112068;SBO_00_DISRESALV;11/02/2025 0:00;05/05/2025 0:00;Seasonal;1023449;MENS;BOSTON LE;VINTAGE WOOD ROAST;ACTIVE;1;887760000000.0;BIRKEN
51101/ARIZONA NL BIRKENSTOCK/43/DARK BROWN;140000054112068;SBO_00_DISRESALV;19/03/2024 0:00;25/03/2025 0:00;Seasonal;51101;UNISEX;ARIZONA NL BIRKENSTOCK;DARK BROWN;CLASSIC;1;736399000000.0;BIRKEN
51101/ARIZONA NL BIRKENSTOCK/44/DARK BROWN;140000054112168;SBO_00_DISRESALV;19/03/2024 0:00;05/05/2025 0:00;Seasonal;51101;UNISEX;ARIZONA NL BIRKENSTOCK;DARK BROWN;CLASSIC;1;736399000000.0;BIRKEN
51701/ARIZONA BF BIRKENSTOCK/35/DARK BROWN;140000064111268;SBO_00_DISRESALV;19/03/2024 0:00;01/08/2024 0:00;Core Essential;51701;UNISEX;ARIZONA BF BIRKENSTOCK;DARK BROWN;CLASSIC;1;736399000000.0;BIRKEN
51701/ARIZONA BF BIRKENSTOCK/42/DARK BROWN;140000064111968;SBO_00_DISRESALV;19/03/2024 0:00;03/12/2024 0:00;Core Essential;51701;UNISEX;ARIZONA BF BIRKENSTOCK;DARK BROWN;CLASSIC;1;736399000000.0;BIRKEN
51701/ARIZONA BF BIRKENSTOCK/43/DARK BROWN;140000064112068;SBO_00_DISRESALV;19/03/2024 0:00;05/05/2025 0:00;Core Essential;51701;UNISEX;ARIZONA BF BIRKENSTOCK;DARK BROWN;CLASSIC;1;736399000000.0;BIRKEN
1025779/ARIZONA SYN /47/DESERT DUST GRTAUPE BR VEG;200000774112468;SBO_00_DISRESALV;16/05/2024 0:00;05/05/2025 0:00;Seasonal;1025779;MENS;ARIZONA SYN DESERT DUST;BR VEG;CLASSIC;1;192762000000.0;BIRKEN
1023115/ARIZONA LE/42/VINTAGE WOOD BLACK;200001104051968;SBO_00_DISRESALV;03/11/2024 0:00;08/11/2024 0:00;Seasonal;1023115;MENS;ARIZONA LE;VINTAGE WOOD BLACK;CLASSIC;1;887760000000.0;BIRKEN
1023115/ARIZONA LE/43/VINTAGE WOOD BLACK;200001104052068;SBO_00_DISRESALV;03/11/2024 0:00;08/11/2024 0:00;Seasonal;1023115;MENS;ARIZONA LE;VINTAGE WOOD BLACK;CLASSIC;1;887760000000.0;BIRKEN
259881/BOSTON SHEARLING LEVE/42/BLACK LAF;110000534051968;SBO_00_DISRESALV;16/05/2024 0:00;25/03/2025 0:00;Core Essential;259881;WOMENS;BOSTON SHEARLING LEVE;BLACK LAF;CLASSIC;1;886455000000.0;BIRKEN
259881/BOSTON SHEARLING LEVE/43/BLACK LAF;110000534052068;SBO_00_DISRESALV;16/05/2024 0:00;25/09/2024 0:00;Core Essential;259881;WOMENS;BOSTON SHEARLING LEVE;BLACK LAF;CLASSIC;1;886455000000.0;BIRKEN
1028152/ARIZONA LEVE LEOI/45/MIDNIGHT;200001264052268;SBO_00_DISRESALV;03/11/2024 0:00;25/03/2025 0:00;Seasonal;1028152;MENS;ARIZONA LEVE LEOI;MIDNIGHT;CLASSIC;1;192762000000.0;BIRKEN
1028152/ARIZONA LEVE LEOI/46/MIDNIGHT;200001264052368;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1028152;MENS;ARIZONA LEVE LEOI;MIDNIGHT;CLASSIC;1;192762000000.0;BIRKEN
1028152/ARIZONA LEVE LEOI/47/MIDNIGHT;200001264052468;SBO_00_DISRESALV;03/11/2024 0:00;05/05/2025 0:00;Seasonal;1028152;MENS;ARIZONA LEVE LEOI;MIDNIGHT;CLASSIC;1;192762000000.0;BIRKEN
560771/BOSTON SFB LEVE/37/TAUPE;140001393981468;SBO_00_DISRESALV;11/02/2025 0:00;27/02/2025 0:00;;560771;UNISEX;BOSTON SFB LEVE;TAUPE;CLASSIC;1;809410000000.0;BIRKEN
560771/BOSTON SFB LEVE/38/TAUPE;140001393981568;SBO_00_DISRESALV;11/02/2025 0:00;27/02/2025 0:00;;560771;UNISEX;BOSTON SFB LEVE;TAUPE;CLASSIC;1;809410000000.0;BIRKEN
560771/BOSTON SFB LEVE/39/TAUPE;140001393981668;SBO_00_DISRESALV;11/02/2025 0:00;27/02/2025 0:00;;560771;UNISEX;BOSTON SFB LEVE;TAUPE;CLASSIC;1;809410000000.0;BIRKEN
