U_Estilo;U_Descrip_Color;U_Descripcion;Empresa;U_Division;U_Coleccion;U_Genero
1027404;SURF GREEN;ARIZONA EVA;SBO_00_DISRESALV;ACTIVE;SEASONAL;UNISEX
1027416;WHITE;ARIZONA PLATFORM FLEX BF;SBO_00_DISRESALV;N/A;SEASONAL;WOMENS
1028030;THYME;ARIZONA LEOI;SBO_00_DISRESALV;CLASSIC;SEASONAL;WOMENS
1028152;MIDNIGHT;ARIZONA LEVE LEOI;SBO_00_DISRESALV;CLASSIC;SEASONAL;MENS
1028366;DARK TEA;ARIZONA PLATAFORM FLEX LENB;SBO_00_DISRESALV;CLASSIC;SEASONAL;WOMENS
1028424;METALLIC TAUPE;ARIZONA PLATFORM FLEX BF;SBO_00_DISRESALV;CLASSIC;SEASONAL;WOMENS
1028432;ZINFANDEL;ARIZONA PLATAFORM FLEX LENB;SBO_00_DISRESALV;CLASSIC;SEASONAL;WOMENS
51191;BLACK;ARIZONA NL;SBO_00_DISRESALV;CLASSIC;SEASONAL;UNISEX
1028024;CROCUS;ARIZONA LENB;SBO_00_DISRESALV;CLASSIC;SEASONAL;WOMENS
1020752;DESERT BUCK WHALE GRAY;ARIZONA LENB;SBO_00_DISRESALV;CLASSIC;SEASONAL;MENS
1023449;VINTAGE WOOD ROAST;BOSTON LE;SBO_00_DISRESALV;ACTIVE;SEASONAL;MENS
1002314;BLACK;BOSTON EVA;SBO_00_DISRESALV;ACTIVE;SEASONAL;UNISEX
159711;HABANA;BOSTON SFB LEOI;SBO_00_DISRESALV;CLASSIC;SEASONAL;UNISEX
52531;HABANNA;ARIZONA LEOI;SBO_00_DISRESALV;CLASSIC;CORE ESSENTIAL;UNISEX
59461;BLACK;BOSTON LEOI;SBO_00_DISRESALV;CLASSIC;CORE ESSENTIAL;UNISEX
860131;HABANA;BOSTON LEOI;SBO_00_DISRESALV;CLASSIC;CORE ESSENTIAL;UNISEX
560771;TAUPE;BOSTON SFB LEVE;SBO_00_DISRESALV;CLASSIC;0;UNISEX
1002315;WHITE;BOSTON EVA;SBO_00_DISRESALV;ACTIVE;SEASONAL;UNISEX
1028011;ZINFANDEL;ARIZONA LEOI;SBO_00_DISRESALV;CLASSIC;SEASONAL;WOMENS
1027818;HIGH SHINE ESPRESSO;ARIZONA HAMMERED BB LENA HS;SBO_00_DISRESALV;CLASSIC;SEASONAL;WOMENS
1028151;THYME;ARIZONA LEVE-LEOI;SBO_00_DISRESALV;CLASSIC;SEASONAL;MENS
660463;MOCCA;BOSTON SFB LEVE;SBO_00_DISRESALV;CLASSIC;CORE ESSENTIAL;UNISEX
1027979;EGGSHELL METALLIC COPPER;ARIZONA SPLIT BF;SBO_00_DISRESALV;CLASSIC;SEASONAL;WOMENS
1025611;DESERT DUST BLACK;ARIZONA SYN;SBO_00_DISRESALV;CLASSIC;SEASONAL;UNISEX
1009353;0;MILANO EVA KIDS BLACK;SBO_00_DISRESALV;SEASONAL;ACTIVE;BOYS
1015487;0;HONOLULU EVA BLACK;SBO_00_DISRESALV;SEASONAL;ACTIVE;UNISEX
1018426;0;MILANO CT LEOI BLACK;SBO_00_DISRESALV;SEASONAL;ACTIVE;MENS
1025741;0;ARIZONA CT W LEOI BLACK;SBO_00_DISRESALV;SEASONAL;ACTIVE;WOMENS
128163;0;MADRID EVA BLACK;SBO_00_DISRESALV;SEASONAL;ACTIVE;UNISEX
1027305;0;ARIZONA EVA EGGSHELL;SBO_00_DISRESALV;SEASONAL;ACTIVE;UNISEX
1027381;0;BOSTON EVA EGGSHELL;SBO_00_DISRESALV;SEASONAL;ACTIVE;UNISEX
1027382;0;BOSTON EVA EGGSHELL;SBO_00_DISRESALV;SEASONAL;ACTIVE;UNISEX
1026744;0;MILANO EVA KIDS ELEMENTAL BLUE;SBO_00_DISRESALV;SEASONAL;ACTIVE;BOYS
1026984;0;MILANO CT W LEOI ELEMENTAL BLUE;SBO_00_DISRESALV;SEASONAL;ACTIVE;WOMENS
1026990;0;ARIZONA CT M LEOI EL. BLUE;SBO_00_DISRESALV;SEASONAL;ACTIVE;MENS
1026991;0;ARIZONA CT W LEOI ELEM. BLUE;SBO_00_DISRESALV;SEASONAL;ACTIVE;WOMENS
1027035;0;MILANO CT LEOI ELEMENTAL BLUE;SBO_00_DISRESALV;SEASONAL;ACTIVE;MENS
1027259;0;BOSTON EVA ELEMENTAL BLUE;SBO_00_DISRESALV;SEASONAL;ACTIVE;UNISEX
1027275;0;ARIZONA EVA ELEMENTAL BLUE;SBO_00_DISRESALV;SEASONAL;ACTIVE;UNISEX
1027341;0;BOSTON EVA ELEMENTAL BLUE;SBO_00_DISRESALV;SEASONAL;ACTIVE;UNISEX
1027376;0;ARIZONA EVA ELEMENTAL BLUE;SBO_00_DISRESALV;SEASONAL;ACTIVE;UNISEX
1018427;0;MILANO CT LEOI FADED KHAKI;SBO_00_DISRESALV;SEASONAL;ACTIVE;MENS
1024508;0;GIZEH EVA FADED LIME;SBO_00_DISRESALV;SEASONAL;ACTIVE;UNISEX
1024571;0;ARIZONA EVA FADED LIME;SBO_00_DISRESALV;SEASONAL;ACTIVE;UNISEX
1026649;0;ARIZONA EVA KIDS FONDANT PINK;SBO_00_DISRESALV;SEASONAL;ACTIVE;GIRLS
1027352;0;GIZEH EVA FONDANT PINK;SBO_00_DISRESALV;SEASONAL;ACTIVE;UNISEX
1027375;0;BOSTON EVA FONDANT PINK;SBO_00_DISRESALV;SEASONAL;ACTIVE;UNISEX
1027403;0;BOSTON EVA FONDANT PINK;SBO_00_DISRESALV;SEASONAL;ACTIVE;UNISEX
1027412;0;RIO EVA KIDS FONDANT PINK;SBO_00_DISRESALV;SEASONAL;ACTIVE;GIRLS
1022433;0;ARIZONA EVA GLAMOUR GOLD;SBO_00_DISRESALV;SEASONAL;ACTIVE;UNISEX
1026215;0;BOSTON EVA KHAKI;SBO_00_DISRESALV;SEASONAL;ACTIVE;UNISEX
1026238;0;BOSTON EVA KHAKI;SBO_00_DISRESALV;SEASONAL;ACTIVE;UNISEX
1001497;0;ARIZONA EVA METALLIC ANTHRACITE;SBO_00_DISRESALV;SEASONAL;ACTIVE;UNISEX
1001498;0;ARIZONA EVA METALLIC ANTHRACITE;SBO_00_DISRESALV;SEASONAL;ACTIVE;UNISEX
1003490;0;ARIZONA EVA METALLIC SILVER;SBO_00_DISRESALV;SEASONAL;ACTIVE;UNISEX
1003491;0;ARIZONA EVA METALLIC SILVER;SBO_00_DISRESALV;SEASONAL;ACTIVE;UNISEX
1019051;0;ARIZONA EVA NAVY;SBO_00_DISRESALV;SEASONAL;ACTIVE;UNISEX
1027328;0;ARIZONA EVA ROAST;SBO_00_DISRESALV;SEASONAL;ACTIVE;UNISEX
1026753;0;ARIZONA EVA KIDS SURF GREEN;SBO_00_DISRESALV;SEASONAL;ACTIVE;BOYS
1027362;0;ARIZONA EVA SURF GREEN;SBO_00_DISRESALV;SEASONAL;ACTIVE;UNISEX
1027377;0;BARBADOS EVA SURF GREEN;SBO_00_DISRESALV;SEASONAL;ACTIVE;UNISEX
1025674;0;MILANO CT W LEOI TOBACCO BROWN;SBO_00_DISRESALV;SEASONAL;ACTIVE;WOMENS
1025723;0;ARIZONA CT W LEOI TOBACCO BROWN;SBO_00_DISRESALV;SEASONAL;ACTIVE;WOMENS
1015488;0;HONOLULU EVA WHITE;SBO_00_DISRESALV;SEASONAL;ACTIVE;UNISEX
1019458;0;MILANO EVA KIDS WHITE;SBO_00_DISRESALV;SEASONAL;ACTIVE;BOYS
1027406;0;RIO EVA KIDS WHITE;SBO_00_DISRESALV;SEASONAL;ACTIVE;BOYS
128183;0;MADRID EVA WHITE;SBO_00_DISRESALV;SEASONAL;ACTIVE;UNISEX
43853;0;GIZEH BF SILVER;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1025008;0;ZÜRICH VL ANTIQUE WHITE;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1026537;0;ARIZONA LEOI BISCAY BAY;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1026591;0;MAYARI LEOI BISCAY BAY;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1011445;0;FLORIDA SFB LEOI BLACK;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1019057;0;ARIZONA BFBC EARTHY VEGAN BLACK VEG;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1019115;0;ARIZONA BFBC EARTHY VEGAN BLACK VEG;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1021112;0;FRANCA LEOI BLACK;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1021176;0;MAYARI BFBC EARTHY VEGAN BLACK VEG;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1021203;0;FRANCA LEOI BLACK;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1021487;0;KUMBA LEOI BLACK;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1021506;0;KUMBA LEOI BLACK;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1021532;0;MADRID BF METALLIC BLACK;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1025045;0;ZÜRICH VL BLACK;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1026473;0;CATALINA BF BLACK;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
51193;0;ARIZONA NL BLACK;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
845251;0;GIZEH LEOI BLACK;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
951321;0;ARIZONA SFB LEVE BLACK;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
951323;0;ARIZONA SFB LEVE BLACK;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1019658;0;MAYARI LEOI BLUE;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1026578;0;ARIZONA LEOI BURNT ORANGE;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1026588;0;FRANCA LEOI BURNT ORANGE;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1026592;0;ARIZONA LEOI BURNT ORANGE;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1027133;0;ARIZONA KIDS BF PATENT CANDY PINK;SBO_00_DISRESALV;SEASONAL;CLASSIC;GIRLS
1026937;0;GIZEH BF PATENT CANDY PINK/BLACK;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1026957;0;ARIZONA BF PATENT CANDY PINK/BLACK;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1026978;0;GIZEH BF PATENT CANDY PINK/BLACK;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1021336;0;GIZEH BRAIDED LEOI COGNAC;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1021355;0;GIZEH BRAIDED LEOI COGNAC;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1021489;0;KUMBA LEOI COGNAC;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1023925;0;GIZEH BF METALLIC COPPER;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
51103;0;ARIZONA NL DARK BROWN;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1026558;0;GIZEH LENB ECRU;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1026580;0;GIZEH BIG BUCKLE LENB ECRU;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1026605;0;GIZEH BIG BUCKLE LENB ECRU;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1026677;0;ARIZONA TEX ROUGH CANVAS EGGSHELL VEG;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1026688;0;FRANCA TEX ROUGH CANVAS EGGSHELL VEG;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1026736;0;FRANCA TEX ROUGH CANVAS EGGSHELL VEG;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1027339;0;ARIZONA BF EGGSHELL;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1027058;0;ARIZONA SPLIT BF EGGSHELL/NEW BEIGE;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1026395;0;ARIZONA KIDS BFBC ELEMENTAL BLUE;SBO_00_DISRESALV;SEASONAL;CLASSIC;BOYS
1026407;0;MAYARI KIDS BFBC ELEMENTAL BLUE;SBO_00_DISRESALV;SEASONAL;CLASSIC;BOYS
1026625;0;SYDNEY SYN SOFT EL. BLUE VEG;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1026663;0;MAYARI SYN SOFT EL. BLUE VEG;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1026666;0;SYDNEY SYN SOFT EL. BLUE VEG;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1026729;0;ARIZONA VL ELEMENTAL BLUE;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1026778;0;ARIZONA TEX CANVAS ELEMENTAL BLUE VEG;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1026812;0;ZÜRICH VL ELEMENTAL BLUE;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1026820;0;ARIZONA VL ELEMENTAL BLUE;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1026827;0;ZÜRICH VL ELEMENTAL BLUE;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1026868;0;ARIZONA KIDS VL EL.BLUE;SBO_00_DISRESALV;SEASONAL;CLASSIC;BOYS
1026915;0;ARIZONA KIDS VL EL.BLUE;SBO_00_DISRESALV;SEASONAL;CLASSIC;BOYS
1019313;0;ARIZONA SFB LEOI FADED KHAKI;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1019336;0;MILANO LEOI FADED KHAKI;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1019377;0;ARIZONA SFB LEOI FADED KHAKI;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1019454;0;MILANO LEOI FADED KHAKI;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1023958;0;ARIZONA TEX  CANVAS FADED KHAKI VEG;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1026564;0;MADRID BIG BUCKLE LENB FADED LIME;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1026575;0;GIZEH BIG BUCKLE LENB FADED LIME;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1024034;0;MAYARI LEOI FESTIVAL FUCHSIA;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1024133;0;ARIZONA LEOI FESTIVAL FUCHSIA;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1026664;0;SYDNEY SYN SOFT GREY TAUPE VEG;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1026700;0;SYDNEY SYN SOFT GREY TAUPE VEG;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
159713;0;BOSTON LEOI SFB HABANA;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
53901;0;FLORIDA SFB LEOI HABANA;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1023116;0;ARIZONA SYN DESERT DUST  INDIGO BLUE VEG;SBO_00_DISRESALV;SEASONAL;CLASSIC;MENS
1013255;0;BOSTON LEOI SFB IRON;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1013256;0;BOSTON LEOI SFB IRON;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1013645;0;ARIZONA SFB LEOI IRON;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
552801;0;ARIZONA SFB LEOI IRON;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1026524;0;SYDNEY BF GRACEFUL LICORICE;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
171391;0;MAYARI BF GRACEFUL LICORICE;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1026835;0;KAY KIDS BF GRACEFUL LIGHT ROSE;SBO_00_DISRESALV;SEASONAL;CLASSIC;GIRLS
1026905;0;KUMBA K BF SHINY LIZARD EMB.L.ROSE;SBO_00_DISRESALV;SEASONAL;CLASSIC;GIRLS
1027338;0;RIO KIDS BF GRACEFUL LIGHT ROSE;SBO_00_DISRESALV;SEASONAL;CLASSIC;GIRLS
1026571;0;ARIZONA BFDD MARBLETWIRL  NEW BEIGE;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
952091;0;ARIZONA SFB LENA METALLIC COPPER;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
952093;0;ARIZONA SFB LENA METALLIC COPPER;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1003674;0;GIZEH SFB LENA METALLIC SILVER;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1005961;0;ARIZONA SFB LENA METALLIC SILVER;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1023842;0;ZÜRICH VL MINK;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1023891;0;ZÜRICH VL MINK;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1011408;0;KAY KIDS BFBC MOCHA;SBO_00_DISRESALV;SEASONAL;CLASSIC;BOYS
1026510;0;CATALINA BFBC MOCHA;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
233073;0;ROMA KIDS BFBC MOCHA;SBO_00_DISRESALV;SEASONAL;CLASSIC;BOYS
1019600;0;MILANO HL KIDS BFBC MOCHA;SBO_00_DISRESALV;SEASONAL;CLASSIC;BOYS
1027066;0;ARIZONA VL DOTTED NEW BEIGE;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1027075;0;ARIZONA VL DOTTED NEW BEIGE;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1016170;0;SYDNEY BF GRACEFUL PEARL WHITE;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1016171;0;SYDNEY BF GRACEFUL PEARL WHITE;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1026858;0;KAY KIDS BF GRACEFUL PEARL WHITE;SBO_00_DISRESALV;SEASONAL;CLASSIC;GIRLS
1027418;0;RIO KIDS BF GRACEFUL PEARL WHITE;SBO_00_DISRESALV;SEASONAL;CLASSIC;GIRLS
71661;0;MAYARI BF GRACEFUL PEARL WHITE;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
943871;0;GIZEH BF GRACEFUL PEARL WHITE;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
943873;0;GIZEH BF GRACEFUL PEARL WHITE;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1025006;0;ARIZONA BFBC EARTHY VEGAN PECAN VEG;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1025007;0;MAYARI BFBC EARTHY VEGAN PECAN VEG;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1025046;0;ARIZONA BFBC EARTHY VEGAN PECAN VEG;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1026633;0;MAYARI KIDS BFBC GRAINED PECAN;SBO_00_DISRESALV;SEASONAL;CLASSIC;BOYS
1026423;0;ARIZONA KIDS BFBC PINK CLAY;SBO_00_DISRESALV;SEASONAL;CLASSIC;BOYS
1026837;0;RIO KIDS BFBC PINK CLAY;SBO_00_DISRESALV;SEASONAL;CLASSIC;GIRLS
1019013;0;ARIZONA SFB LENB SANDCASTLE;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1019016;0;ARIZONA SFB LENB SANDCASTLE;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1024269;0;KUMBA SFB LENB SANDCASTLE;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
40413;0;MADRID BF SILVER;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1026583;0;ARIZONA BIG BUCKLE LENB SOFT PINK;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1026608;0;MAYARI LENB SOFT PINK;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1027095;0;GIZEH BIG BUCKLE LENB SOFT PINK;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1026413;0;ARIZONA KIDS BFBC STONE COIN VEG;SBO_00_DISRESALV;SEASONAL;CLASSIC;BOYS
1026450;0;ARIZONA BF SAFFIANO STONE COIN;SBO_00_DISRESALV;SEASONAL;CLASSIC;MENS
1027071;0;ZÜRICH VL DOTTED STONE COIN;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1026488;0;GIZEH BF GRACEFUL SURF GREEN;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1026525;0;GIZEH BF GRACEFUL SURF GREEN;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1026554;0;SYDNEY BF GRACEFUL SURF GREEN;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1026716;0;GIZEH TEX ROUGH CANVAS SURF GREEN VEG;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1026737;0;GIZEH TEX ROUGH CANVAS SURF GREEN VEG;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1026750;0;ARIZONA TEX ROUGH CANVAS SURF GREEN VEG;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1026920;0;MILANO HL KIDS TEX CANVAS SURF GREEN VEG;SBO_00_DISRESALV;SEASONAL;CLASSIC;BOYS
1026996;0;ARIZONA BF SURF GREEN;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1027132;0;ARIZONA KIDS BF PATENT SURF GREEN;SBO_00_DISRESALV;SEASONAL;CLASSIC;GIRLS
1011432;0;FLORIDA SFB LEOI TABACCO BROWN;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1015930;0;FRANCA FL TABACCO BROWN;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1015931;0;FRANCA FL TABACCO BROWN;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1018147;0;BOSTON LEOI SFB TABACCO BROWN;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1016144;0;GIZEH BF GRACEFUL TAUPE;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1016145;0;GIZEH BF GRACEFUL TAUPE;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1016168;0;SYDNEY BF GRACEFUL TAUPE;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1016169;0;SYDNEY BF GRACEFUL TAUPE;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1016408;0;MAYARI BF GRACEFUL TAUPE;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1021704;0;ARIZONA KIDS VL TAUPE;SBO_00_DISRESALV;SEASONAL;CLASSIC;BOYS
1016826;0;ARIZONA BIG BUCKLE LENA WHITE HEX;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1016934;0;ARIZONA KIDS BF WHITE;SBO_00_DISRESALV;SEASONAL;CLASSIC;BOYS
1020180;0;MAYARI KIDS BF WHITE;SBO_00_DISRESALV;SEASONAL;CLASSIC;GIRLS
1024328;0;GIZEH NL WHITE;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1024374;0;RIO KIDS BF WHITE;SBO_00_DISRESALV;SEASONAL;CLASSIC;GIRLS
1024395;0;FRANCA NL WHITE;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1024422;0;FRANCA NL WHITE;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1024988;0;MILANO NL TRIPLES WHITE;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1025031;0;MILANO NL TRIPLES WHITE;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1026909;0;KUMBA K BF SHINY LIZARD EMB.WHITE;SBO_00_DISRESALV;SEASONAL;CLASSIC;GIRLS
1027150;0;ARIZONA KIDS BF PATENT WHITE;SBO_00_DISRESALV;SEASONAL;CLASSIC;GIRLS
40733;0;MADRID BF WHITE;SBO_00_DISRESALV;SEASONAL;CLASSIC;UNISEX
1027044;0;ARIZONA SPL BF WHITE/SURF GREEN;SBO_00_DISRESALV;SEASONAL;CLASSIC;WOMENS
1006523;0;MADRID BIG BUCKLE LEOI BLACK HEX;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;WOMENS
1011074;0;ARIZONA BIG BUCKLE LEOI BLACK HEX;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;WOMENS
1023334;0;GIZEH BIG BUCKLE LEOI BLACK HEX;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;WOMENS
1023337;0;GIZEH BIG BUCKLE LEOI BLACK HEX;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;WOMENS
171481;0;MAYARI LEOI BLACK;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
34791;0;MILANO BF BLACK;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
34793;0;MILANO BF BLACK;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
40793;0;MADRID BF BLACK;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
43661;0;GIZEH BF PATENT BLACK;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;WOMENS
53013;0;FLORIDA SFB BF BLACK;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;WOMENS
551253;0;ARIZONA SFB BF BLACK;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
552113;0;ARIZONA LEOI BLACK;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
59463;0;BOSTON LEOI BLACK;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
71791;0;MAYARI BF BLACK;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
71793;0;MAYARI BF BLACK;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
752483;0;ARIZONA SFB LEOI BLACK;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
752661;0;ARIZONA VL SHEARLING BLACK;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
752663;0;ARIZONA VL SHEARLING BLACK;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
846143;0;GIZEH KIDS BF BLACK;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;GIRLS
51063;0;ARIZONA SFB BF BLUE;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
554711;0;FLORIDA BF SFB BLUE;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;WOMENS
160583;0;BOSTON WO CACAO;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;UNISEX
1006525;0;MADRID BIG BUCKLE LEOI COGNAC HEX;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;WOMENS
1011072;0;ARIZONA BIG BUCKLE LEOI COGNAC HEX;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;WOMENS
1018785;0;GIZEH BIG BUCKLE LEOI COGNAC HEX;SBO_00_DISRESALV;CORE ESSENTIAL;CLASSIC;WOMENS
