KEY;U_Temporalidad;U_Segmento;U_Estilo;MVP;U_Descripcion;Grid;Size;UPC/EAN;Region;From Month;Delivery From;PLC;U_Genero;Line;U_Coleccion_NE;Onfield;Silhouette Group;U_Silueta;Family;Sport;U_Liga;U_Team;U_Descrip_Color;Production Season;Composition;Segmentation;Plant;Descr Español;Color Español;Mkt Initiative Range;Key Look ID;Price;Cost;Bill To;Customer Name;Commercial Name;Channel;Commercial Discount;Sales Manager (G1-G10);SALES EXECUTIVE;Execution Month;Total Units;  $$  ;PO;Delivery Date;Launch Month;Reference;Comments;Period;ICD;Vendor;PAÍS DE ORIGEN;LIST PRICE;SHIP TO;SD;COMPRA;;
60565335OSFM9920404;FW 24;HEADWEAR;60565335;0;NE RACE 9TWENTY NEWERA BLKORG;OSFM;OSFM;198058817906;EMEA;JUNE;6/17/2024;;UNISEX;KEY COLLECTION;NE FLAME;NO;920;920;;NONE;NEW ERA BRANDED;NONE;BLACK;3YD;"""Crown, Visor, Undervisor, Button & Strap: 100% POLYESTER""";LIFESTYLE;9008;;;;;35.00; $11.20 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER;156;$1,747.20;4500432307;5/08/2024;;BANGLADESH 81;;;18/04/2024;209920 WINTAX TRADING LIMITED;BANGLADESH;17.50;2107499;9920404;EMEA FW24 ;;
60565336OSFM9920225;FW 24;HEADWEAR;60565336;0;WASHED 9FORTY NEYYAN NOVTEL;OSFM;OSFM;198058812536;EMEA;JUNE;6/17/2024;;UNISEX;SEASONAL COLLECTION;WASHED;NO;940;940;;BASEBALL;MLB;NEW YORK YANKEES;GREEN MED;3YD;"""Crown, Visor, Undervisor, Button & Strap: 100% COTTON""";LIFESTYLE;9008;;;;;31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;SEPTEMBER;398;$4,075.52;4500432307;5/08/2024;;BANGLADESH 81;;;18/04/2024;209920 WINTAX TRADING LIMITED;BANGLADESH;16.00;2107499;9920225;EMEA FW24 ;;
60565338OSFM9920225;FW 24;HEADWEAR;60565338;0;WASHED 9FORTY NEYYAN INRBLK;OSFM;OSFM;198058812543;EMEA;JUNE;6/17/2024;;UNISEX;SEASONAL COLLECTION;WASHED;NO;940;940;;BASEBALL;MLB;NEW YORK YANKEES;RUST/COPPER;3YD;"""Crown, Visor, Undervisor, Button & Strap: 100% COTTON""";LIFESTYLE;9008;;;;;31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;SEPTEMBER;398;$4,075.52;4500432307;5/08/2024;;BANGLADESH 81;;;18/04/2024;209920 WINTAX TRADING LIMITED;BANGLADESH;16.00;2107499;9920225;EMEA FW24 ;;
60565339OSFM9920225;FW 24;HEADWEAR;60565339;0;WASHED 9FORTY OAKATH OFWOGL;OSFM;OSFM;198058812529;EMEA;JUNE;6/17/2024;;UNISEX;SEASONAL COLLECTION;WASHED;NO;940;940;;BASEBALL;MLB;OAKLAND ATHLETICS;OPEN WHITE;3YD;"""Crown, Visor, Undervisor, Button & Strap: 100% COTTON""";LIFESTYLE;9008;;;;;31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;SEPTEMBER;254;$2,600.96;4500432307;5/08/2024;;BANGLADESH 81;;;18/04/2024;209920 WINTAX TRADING LIMITED;BANGLADESH;16.00;2107499;9920225;EMEA FW24 ;;
60565340OSFM9920225;FW 24;HEADWEAR;60565340;0;WASHED 9FORTY LOSDOD TTAIVO;OSFM;OSFM;198058812550;EMEA;JUNE;6/17/2024;;UNISEX;SEASONAL COLLECTION;WASHED;NO;940;940;;BASEBALL;MLB;LOS ANGELES DODGERS;MED BEIGE;3YD;"""Crown, Visor, Undervisor, Button & Strap: 100% COTTON""";LIFESTYLE;9008;;;;;31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;SEPTEMBER;288;$2,949.12;4500432307;5/08/2024;;BANGLADESH 81;;;18/04/2024;209920 WINTAX TRADING LIMITED;BANGLADESH;16.00;2107499;9920225;EMEA FW24 ;;
60565342OSFM9920225;FW 24;HEADWEAR;60565342;0;WASHED 9FORTY CHICUB SFBSCA;OSFM;OSFM;198058812574;EMEA;JUNE;6/17/2024;;UNISEX;SEASONAL COLLECTION;WASHED;NO;940;940;;BASEBALL;MLB;CHICAGO CUBS;PASTEL BLUE;3YD;"""Crown, Visor, Undervisor, Button & Strap: 100% COTTON""";LIFESTYLE;9008;;;;;31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;SEPTEMBER;242;$2,478.08;4500432307;5/08/2024;;BANGLADESH 81;;;18/04/2024;209920 WINTAX TRADING LIMITED;BANGLADESH;16.00;2107499;9920225;EMEA FW24 ;;
60565343OSFM9920404;FW 24;HEADWEAR;60565343;0;MLB PROPERTIES FLAME 9FORTY NEYYAN GRANVY;OSFM;OSFM;198058820678;EMEA;JUNE;6/17/2024;;UNISEX;KEY COLLECTION;FLAMES;NO;940;940;;BASEBALL;MLB;NEW YORK YANKEES;GREY;3YD;"""Crown, Visor, Undervisor, Button & Strap: 100% COTTON""";LIFESTYLE;9008;;;;;31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER;288;$2,949.12;4500432307;5/08/2024;;BANGLADESH 81;;;18/04/2024;209920 WINTAX TRADING LIMITED;BANGLADESH;16.00;2107499;9920404;EMEA FW24 ;;
60565344OSFM9920404;FW 24;HEADWEAR;60565344;0;MLB PROPERTIES FLAME 9FORTY NEYYAN BLKGRH;OSFM;OSFM;198058820685;EMEA;JUNE;6/17/2024;;UNISEX;KEY COLLECTION;FLAMES;NO;940;940;;BASEBALL;MLB;NEW YORK YANKEES;BLACK;3YD;"""Crown, Visor, Undervisor, Button & Strap: 100% COTTON""";LIFESTYLE;9008;;;;;31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;OCTOBER;288;$2,949.12;4500432307;5/08/2024;;BANGLADESH 81;;;25/04/2024;209920 WINTAX TRADING LIMITED;BANGLADESH;16.00;2107499;9920404;EMEA FW24 ;;
60565346OSFM9920735;FW 24;HEADWEAR;60565346;0;TONAL CAMO AOP 9FORTY NEYYAN OFW;OSFM;OSFM;198058813090;EMEA;JULY;7/15/2024;;UNISEX;SEASONAL COLLECTION;CAMO AOP;NO;940;940;;BASEBALL;MLB;NEW YORK YANKEES;WHITE;3YE;"""Crown, Visor, Undervisor, Button & Strap: 100% POLYESTER""";LIFESTYLE;9008;;;;;31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;NOVEMBER;262;$2,682.88;4500433707;27/07/2024;;QINGDAO 18;;;3/05/2024;205791 Qingdao Qianfeng Capart Int Co Ltd;CHINA;16.00;2107499;9920735;EMEA FW24 ;;
60565348OSFM9920225;FW 24;HEADWEAR;60565348;0;WB HP 9FORTY HPHAL2 LTC;OSFM;OSFM;198058810334;EMEA;JULY;7/15/2024;;UNISEX;SEASONAL COLLECTION;HARRY POTTER;NO;940;940;;ENTERTAINMENT;WARNER BROS;WB HARRY POTTER DEATHLY HOLLOW PT 2;LIGHT BEIGE;3YE;"""Crown, Visor, Undervisor, Button & Strap: 100% COTTON""";LIFESTYLE;9008;;;;;31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;SEPTEMBER;360;$3,686.40;4500433707;27/07/2024;;QINGDAO 18;;;3/05/2024;205791 Qingdao Qianfeng Capart Int Co Ltd;CHINA;16.00;2107499;9920225;EMEA FW24 ;;
60565349OSFM9920735;FW 24;HEADWEAR;60565349;0;WORLD SERIES 9FORTY OAKATHCO DKG;OSFM;OSFM;198058806757;EMEA;JUNE;6/17/2024;;UNISEX;KEY COLLECTION;WS COLOUR BLOCK;NO;940;940;;BASEBALL;MLB;OAKLAND ATHLETICS;DARK GREEN;3YD;Crown: 100% COTTON;LIFESTYLE;9008;;;;;31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;NOVEMBER;312;$3,194.88;4500432307;5/08/2024;;BANGLADESH 81;;;18/04/2024;209920 WINTAX TRADING LIMITED;BANGLADESH;16.00;2107499;9920735;EMEA FW24 ;;
60565350OSFM9920735;FW 24;HEADWEAR;60565350;0;TEAM MONOGRAM 9FORTY LOSLAK TRP;OSFM;OSFM;198058813441;EMEA;JUNE;6/17/2024;;UNISEX;SEASONAL COLLECTION;TEAM MONOGRAM;NO;940;940;;BASKETBALL;NBA;LOS ANGELES LAKERS;PURPLE;3YD;"""Crown, Visor, Undervisor, Button & Strap: 100% COTTON""";LIFESTYLE;9008;;;;;35.00; $11.20 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;NOVEMBER;144;$1,612.80;4500432303;14/06/2024;;Qingdao 8;;;5/04/2024;205791 Qingdao Qianfeng Capart Int Co Ltd;CHINA;17.50;2107499;9920735;EMEA FW24 ;;
60565351OSFM9920735;FW 24;HEADWEAR;60565351;0;TEAM MONOGRAM 9FORTY LOSDOD TTA;OSFM;OSFM;198058813458;EMEA;JUNE;6/17/2024;;UNISEX;SEASONAL COLLECTION;TEAM MONOGRAM;NO;940;940;;BASEBALL;MLB;LOS ANGELES DODGERS;MED BEIGE;3YD;"""Crown, Visor, Undervisor, Button & Strap: 100% COTTON""";LIFESTYLE;9008;;;;;35.00; $11.20 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;NOVEMBER;412;$4,614.40;4500432303;14/06/2024;;Qingdao 8;;;5/04/2024;205791 Qingdao Qianfeng Capart Int Co Ltd;CHINA;17.50;2107499;9920735;EMEA FW24 ;;
60565352OSFM9920735;FW 24;HEADWEAR;60565352;0;WORLD SERIES 9FORTY NEYYANCO INR;OSFM;OSFM;198058806771;EMEA;JUNE;6/17/2024;;UNISEX;KEY COLLECTION;WS COLOUR BLOCK;NO;940;940;;BASEBALL;MLB;NEW YORK YANKEES;RUST/COPPER;3YD;Crown: 100% COTTON;LIFESTYLE;9008;;;;;31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;NOVEMBER;468;$4,792.32;4500432307;5/08/2024;;BANGLADESH 81;;;18/04/2024;209920 WINTAX TRADING LIMITED;BANGLADESH;16.00;2107499;9920735;EMEA FW24 ;;
60565353OSFM9920735;FW 24;HEADWEAR;60565353;0;WORLD SERIES 9FORTY NEYYANCO NVY;OSFM;OSFM;198058806764;EMEA;JUNE;6/17/2024;;UNISEX;KEY COLLECTION;WS COLOUR BLOCK;NO;940;940;;BASEBALL;MLB;NEW YORK YANKEES;NAVY;3YD;Crown: 100% COTTON;LIFESTYLE;9008;;;;;31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;NOVEMBER;480;$4,915.20;4500432307;5/08/2024;;BANGLADESH 81;;;18/04/2024;209920 WINTAX TRADING LIMITED;BANGLADESH;16.00;2107499;9920735;EMEA FW24 ;;
60565354OSFM9920735;FW 24;HEADWEAR;60565354;0;WORLD SERIES 9FORTY CHIWHICO TAU;OSFM;OSFM;198058806795;EMEA;JUNE;6/17/2024;;UNISEX;KEY COLLECTION;WS COLOUR BLOCK;NO;940;940;;BASEBALL;MLB;CHICAGO WHITE SOX;MED BEIGE;3YD;Crown: 100% COTTON;LIFESTYLE;9008;;;;;31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;NOVEMBER;336;$3,440.64;4500432307;5/08/2024;;BANGLADESH 81;;;18/04/2024;209920 WINTAX TRADING LIMITED;BANGLADESH;16.00;2107499;9920735;EMEA FW24 ;;
60565355OSFM9920735;FW 24;HEADWEAR;60565355;0;WORLD SERIES 9FORTY LOSDODCO BLK;OSFM;OSFM;198058806788;EMEA;JUNE;6/17/2024;;UNISEX;KEY COLLECTION;WS COLOUR BLOCK;NO;940;940;;BASEBALL;MLB;LOS ANGELES DODGERS;BLACK;3YD;Crown: 100% COTTON;LIFESTYLE;9008;;;;;31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;NOVEMBER;408;$4,177.92;4500432307;5/08/2024;;BANGLADESH 81;;;18/04/2024;209920 WINTAX TRADING LIMITED;BANGLADESH;16.00;2107499;9920735;EMEA FW24 ;;
60565356OSFM9920225;FW 24;HEADWEAR;60565356;0;WB HP 9FORTY HPHAL2 BLK;OSFM;OSFM;198058810341;EMEA;JULY;7/15/2024;;UNISEX;SEASONAL COLLECTION;HARRY POTTER;NO;940;940;;ENTERTAINMENT;WARNER BROS;WB HARRY POTTER DEATHLY HOLLOW PT 2;BLACK;3YE;"""Crown, Visor, Undervisor, Button & Strap: 100% COTTON""";LIFESTYLE;9008;;;;;31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;SEPTEMBER;488;$4,997.12;4500433707;27/07/2024;;QINGDAO 18;;;3/05/2024;205791 Qingdao Qianfeng Capart Int Co Ltd;CHINA;16.00;2107499;9920225;EMEA FW24 ;;
60565357OSFM9920735;FW 24;HEADWEAR;60565357;0;TEAM MONOGRAM 9FORTY NEYYAN BLK;OSFM;OSFM;198058813434;EMEA;JUNE;6/17/2024;;UNISEX;SEASONAL COLLECTION;TEAM MONOGRAM;NO;940;940;;BASEBALL;MLB;NEW YORK YANKEES;BLACK;3YD;"""Crown, Visor, Undervisor, Button & Strap: 100% COTTON""";LIFESTYLE;9008;;;;;35.00; $11.20 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;NOVEMBER;568;$6,361.60;4500432303;14/06/2024;;Qingdao 8;;;5/04/2024;205791 Qingdao Qianfeng Capart Int Co Ltd;CHINA;17.50;2107499;9920735;EMEA FW24 ;;
60565358OSFM9920735;FW 24;HEADWEAR;60565358;0;TEAM MONOGRAM 9FORTY CHIBUL BLK;OSFM;OSFM;198058813465;EMEA;JUNE;6/17/2024;;UNISEX;SEASONAL COLLECTION;TEAM MONOGRAM;NO;940;940;;BASKETBALL;NBA;CHICAGO BULLS;BLACK;3YD;"""Crown, Visor, Undervisor, Button & Strap: 100% COTTON""";LIFESTYLE;9008;;;;;35.00; $11.20 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;NOVEMBER;172;$1,926.40;4500432303;14/06/2024;;Qingdao 8;;;5/04/2024;205791 Qingdao Qianfeng Capart Int Co Ltd;CHINA;17.50;2107499;9920735;EMEA FW24 ;;
60565359OSFM9920735;FW 24;HEADWEAR;60565359;0;TONAL CAMO AOP 9FORTY LOSLAK BLK;OSFM;OSFM;198058813106;EMEA;JULY;7/15/2024;;UNISEX;SEASONAL COLLECTION;CAMO AOP;NO;940;940;;BASKETBALL;NBA;LOS ANGELES LAKERS;BLACK;3YE;"""Crown, Visor, Undervisor, Button & Strap: 100% POLYESTER""";LIFESTYLE;9008;;;;;31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;NOVEMBER;340;$3,481.60;4500433707;27/07/2024;;QINGDAO 18;;;3/05/2024;205791 Qingdao Qianfeng Capart Int Co Ltd;CHINA;16.00;2107499;9920735;EMEA FW24 ;;
60565360OSFM9920735;FW 24;HEADWEAR;60565360;0;TONAL CAMO AOP 9FORTY CHIBUL FDR;OSFM;OSFM;198058813120;EMEA;JULY;7/15/2024;;UNISEX;SEASONAL COLLECTION;CAMO AOP;NO;940;940;;BASKETBALL;NBA;CHICAGO BULLS;RED;3YE;"""Crown, Visor, Undervisor, Button & Strap: 100% POLYESTER""";LIFESTYLE;9008;;;;;31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;NOVEMBER;174;$1,781.76;4500433707;27/07/2024;;QINGDAO 18;;;3/05/2024;205791 Qingdao Qianfeng Capart Int Co Ltd;CHINA;16.00;2107499;9920735;EMEA FW24 ;;
60565361SM9920792;FW 24;HEADWEAR;60565361;0;WHITE CROWN PATCH 9FIFTY LOSLAK BLKWHI;SM-ML;SM;198058807464;EMEA;JUNE;6/17/2024;;UNISEX;SEASONAL COLLECTION;WHITE CROWN NBA;NO;950;950;;BASKETBALL;NBA;LOS ANGELES LAKERS;BLACK;3YD;"""Crown & Button: 100% COTTON, Visor & Undervisor: 100% COTTON""";LIFESTYLE;9008;;;;;38.99; $12.48 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;DECEMBER;124;$1,547.52;4500433468;27/07/2024;;LAOS 85;;;20/05/2024;213417 Alpilao International Co., Ltd.;LAOS;19.50;2107499;9920792;EMEA FW24 ;;
60565361ML9920792;FW 24;HEADWEAR;60565361;0;WHITE CROWN PATCH 9FIFTY LOSLAK BLKWHI;SM-ML;ML;198058807457;EMEA;JUNE;6/17/2024;;UNISEX;SEASONAL COLLECTION;WHITE CROWN NBA;NO;950;950;;BASKETBALL;NBA;LOS ANGELES LAKERS;BLACK;3YD;"""Crown & Button: 100% COTTON, Visor & Undervisor: 100% COTTON""";LIFESTYLE;9008;;;;;38.99; $12.48 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;DECEMBER;80;$998.40;4500433468;27/07/2024;;LAOS 85;;;20/05/2024;213417 Alpilao International Co., Ltd.;LAOS;19.50;2107499;9920792;EMEA FW24 ;;
60565362SM9920792;FW 24;HEADWEAR;60565362;0;WHITE CROWN PATCH 9FIFTY CHIBUL FDRWHI;SM-ML;SM;198058807488;EMEA;JUNE;6/17/2024;;UNISEX;SEASONAL COLLECTION;WHITE CROWN NBA;NO;950;950;;BASKETBALL;NBA;CHICAGO BULLS;RED;3YD;"""Crown & Button: 100% COTTON, Visor & Undervisor: 100% COTTON""";LIFESTYLE;9008;;;;;38.99; $12.48 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;DECEMBER;124;$1,547.52;4500433468;27/07/2024;;LAOS 85;;;20/05/2024;213417 Alpilao International Co., Ltd.;LAOS;19.50;2107499;9920792;EMEA FW24 ;;
60565362ML9920792;FW 24;HEADWEAR;60565362;0;WHITE CROWN PATCH 9FIFTY CHIBUL FDRWHI;SM-ML;ML;198058807471;EMEA;JUNE;6/17/2024;;UNISEX;SEASONAL COLLECTION;WHITE CROWN NBA;NO;950;950;;BASKETBALL;NBA;CHICAGO BULLS;RED;3YD;"""Crown & Button: 100% COTTON, Visor & Undervisor: 100% COTTON""";LIFESTYLE;9008;;;;;38.99; $12.48 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;DECEMBER;80;$998.40;4500433468;27/07/2024;;LAOS 85;;;20/05/2024;213417 Alpilao International Co., Ltd.;LAOS;19.50;2107499;9920792;EMEA FW24 ;;
60565365OSFM9916335;FW 24;HEADWEAR;60565365;0;COLOUR BLOCK 9FORTY LOSLAK LTCINR;OSFM;OSFM;198058827400;EMEA;JUNE;6/17/2024;;UNISEX;SEASONAL COLLECTION;COLOR BLOCK;NO;940;940;;BASKETBALL;NBA;LOS ANGELES LAKERS;LIGHT BEIGE;3YD;"""Crown & Button: 100% COTTON, Visor & Undervisor: 100% COTTON, Strap: 100% COTTON""";LIFESTYLE;9008;;;;;31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;AUGUST;368;$3,768.32;4500432307;5/08/2024;;BANGLADESH 81;;;25/04/2024;209920 WINTAX TRADING LIMITED;BANGLADESH;16.00;2107499;9916335;EMEA FW24 ;;
60565368OSFM9916335;FW 24;HEADWEAR;60565368;0;COLOUR BLOCK 9FORTY CHIBUL LTCTTA;OSFM;OSFM;198058827417;EMEA;JUNE;6/17/2024;;UNISEX;SEASONAL COLLECTION;COLOR BLOCK;NO;940;940;;BASKETBALL;NBA;CHICAGO BULLS;LIGHT BEIGE;3YD;"""Crown & Button: 100% COTTON, Visor & Undervisor: 100% COTTON, Strap: 100% COTTON""";LIFESTYLE;9008;;;;;31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;AUGUST;382;$3,911.68;4500432307;5/08/2024;;BANGLADESH 81;;;25/04/2024;209920 WINTAX TRADING LIMITED;BANGLADESH;16.00;2107499;9916335;EMEA FW24 ;;
60565373SM9916242;FW 24;HEADWEAR;60565373;0;STRETCH NYLON 39THIRTY NEYYAN INR;XSS-LXL;SM;198058813762;EMEA;JUNE;6/17/2024;;UNISEX;SEASONAL COLLECTION;STRETCH NYLON;NO;3930;3930;;BASEBALL;MLB;NEW YORK YANKEES;RUST/COPPER;3YD;"""Crown, Visor, Undervisor & Button: 90% NYLON, 10% ELASTANE""";LIFESTYLE;9008;;;;;33.99; $10.88 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;138;$1,501.44;4500432303;14/06/2024;;Qingdao 8;;;19/04/2024;205791 Qingdao Qianfeng Capart Int Co Ltd;CHINA;17.00;2107499;9916242;EMEA FW24 ;;
60565373ML9916242;FW 24;HEADWEAR;60565373;0;STRETCH NYLON 39THIRTY NEYYAN INR;XSS-LXL;ML;198058813755;EMEA;JUNE;6/17/2024;;UNISEX;SEASONAL COLLECTION;STRETCH NYLON;NO;3930;3930;;BASEBALL;MLB;NEW YORK YANKEES;RUST/COPPER;3YD;"""Crown, Visor, Undervisor & Button: 90% NYLON, 10% ELASTANE""";LIFESTYLE;9008;;;;;33.99; $10.88 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;90;$979.20;4500432303;14/06/2024;;Qingdao 8;;;19/04/2024;205791 Qingdao Qianfeng Capart Int Co Ltd;CHINA;17.00;2107499;9916242;EMEA FW24 ;;
60565375SM9920735;FW 24;HEADWEAR;60565375;0;FAUX SUEDE 39THIRTY CHIBUL BLK;XSS-LXL;SM;198058826403;EMEA;JULY;7/15/2024;;UNISEX;SEASONAL COLLECTION;FAUX SUEDE;NO;3930;3930;;BASKETBALL;NBA;CHICAGO BULLS;BLACK;3YE;"""Crown, Visor & Button: 90% POLYESTER, 10% ELASTANE""";LIFESTYLE;9008;;;;;33.99; $10.88 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;NOVEMBER;87;$946.56;4500433707;27/07/2024;;QINGDAO 18;;;3/05/2024;205791 Qingdao Qianfeng Capart Int Co Ltd;CHINA;17.00;2107499;9920735;EMEA FW24 ;;
60565375ML9920735;FW 24;HEADWEAR;60565375;0;FAUX SUEDE 39THIRTY CHIBUL BLK;XSS-LXL;ML;198058826397;EMEA;JULY;7/15/2024;;UNISEX;SEASONAL COLLECTION;FAUX SUEDE;NO;3930;3930;;BASKETBALL;NBA;CHICAGO BULLS;BLACK;3YE;"""Crown, Visor & Button: 90% POLYESTER, 10% ELASTANE""";LIFESTYLE;9008;;;;;33.99; $10.88 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;NOVEMBER;57;$620.16;4500433707;27/07/2024;;QINGDAO 18;;;3/05/2024;205791 Qingdao Qianfeng Capart Int Co Ltd;CHINA;17.00;2107499;9920735;EMEA FW24 ;;
60565376SM9920735;FW 24;HEADWEAR;60565376;0;FAUX SUEDE 39THIRTY NEYYAN NVY;XSS-LXL;SM;198058826281;EMEA;JULY;7/15/2024;;UNISEX;SEASONAL COLLECTION;FAUX SUEDE;NO;3930;3930;;BASEBALL;MLB;NEW YORK YANKEES;NAVY;3YE;"""Crown, Visor & Button: 90% POLYESTER, 10% ELASTANE""";LIFESTYLE;9008;;;;;33.99; $10.88 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;NOVEMBER;209;$2,273.92;4500433707;27/07/2024;;QINGDAO 18;;;3/05/2024;205791 Qingdao Qianfeng Capart Int Co Ltd;CHINA;17.00;2107499;9920735;EMEA FW24 ;;
60565376ML9920735;FW 24;HEADWEAR;60565376;0;FAUX SUEDE 39THIRTY NEYYAN NVY;XSS-LXL;ML;198058826274;EMEA;JULY;7/15/2024;;UNISEX;SEASONAL COLLECTION;FAUX SUEDE;NO;3930;3930;;BASEBALL;MLB;NEW YORK YANKEES;NAVY;3YE;"""Crown, Visor & Button: 90% POLYESTER, 10% ELASTANE""";LIFESTYLE;9008;;;;;33.99; $10.88 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;NOVEMBER;139;$1,512.32;4500433707;27/07/2024;;QINGDAO 18;;;3/05/2024;205791 Qingdao Qianfeng Capart Int Co Ltd;CHINA;17.00;2107499;9920735;EMEA FW24 ;;
60565377SM9916335;FW 24;HEADWEAR;60565377;0;SEASONAL FLOWER 9FIFTY LASRAI BLK;SM-ML;SM;198058814721;EMEA;JUNE;6/17/2024;;UNISEX;KEY COLLECTION;FLOWER ICON;NO;950;950;;FOOTBALL;NFL;LAS VEGAS RAIDERS;BLACK;3YD;"""Crown, Visor, Undervisor, Button & Strap: 100% COTTON""";LIFESTYLE;9008;;;;;38.99; $12.48 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;AUGUST;243;$3,032.64;4500432307;5/08/2024;;BANGLADESH 81;;;25/04/2024;209920 WINTAX TRADING LIMITED;BANGLADESH;19.50;2107499;9916335;EMEA FW24 ;;
