KEY;U_Temporalidad;U_Segmento;U_Estilo;MVP;U_Descripcion;Grid;Size;UPC/EAN;Region;From Month;Delivery From;PLC;U_Genero;Line;U_Coleccion_NE;Onfield;Silhouette Group;U_Silueta;Family;Sport;U_Liga;U_Team;U_Descrip_Color;Production Season;Composition;Segmentation;Plant;Descr Español;Color Español;Mkt Initiative Range;Key Look ID;Price;Cost;Bill To;Customer Name;Commercial Name;Channel;Commercial Discount;Sales Manager (G1-G10);SALES EXECUTIVE;Execution Month;Total Units;  $$  ;PO;Delivery Date;Launch Month;Reference;Comments;Period;ICD;Vendor;PAÍS DE ORIGEN;LIST PRICE;SHIP TO;SD;COMPRA;;
70556844OSFA9967374;CLASSICS;HEADWEAR;70556844;0;NBA20 950 BOSCEL OTC;OSFA;OSFA;194790424570;UNITED STATES;;1/01/2000;6M;UNISEX;SEASONAL COLLECTION;NBA 950 OTC;NO;950;950;;BASKETBALL;NBA;BOSTON CELTICS;GREEN;;100% Polyester woven;LIFESTYLE;9008;;;;;$34.99; $11.20 ;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;DTC/WHSL;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;94;$1,052.80;4500434572;18/06/2024;;Shanghai 17;;;20/04/2024;208824 Everbright Industrial Hong Kong Lim;CHINA;17.5;2122674;9967374;CLASSICS Q3 2024;;
70556846OSFA9967374;CLASSICS;HEADWEAR;70556846;0;NBA20 950 BOSCEL OTC BLACK;OSFA;OSFA;194790424587;UNITED STATES;;1/01/2000;6M;UNISEX;SEASONAL COLLECTION;NBA 950 OTC;NO;950;950;;BASKETBALL;NBA;BOSTON CELTICS;BLACK;;100% Polyester Woven;LIFESTYLE;9008;;;;;$34.99; $11.20 ;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;DTC/WHSL;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;94;$1,052.80;4500434572;18/06/2024;;Shanghai 17;;;20/04/2024;208824 Everbright Industrial Hong Kong Lim;CHINA;17.5;2122674;9967374;CLASSICS Q3 2024;;
70556858OSFA9967374;CLASSICS;HEADWEAR;70556858;0;NBA20 950 GOLWAR OTC BLK 2;OSFA;OSFA;194790424655;UNITED STATES;;1/01/2000;6M;UNISEX;SEASONAL COLLECTION;NBA 950 OTC;NO;950;950;;BASKETBALL;NBA;GOLDEN STATE WARRIORS;BLACK;;100% Polyester Woven;LIFESTYLE;9008;;;;;$34.99; $11.20 ;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;DTC/WHSL;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;118;$1,321.60;4500434572;18/06/2024;;Shanghai 17;;;20/04/2024;208824 Everbright Industrial Hong Kong Lim;CHINA;17.5;2122674;9967374;CLASSICS Q3 2024;;
70556867OSFA9967374;CLASSICS;HEADWEAR;70556867;SI;NBA20 950 LOSLAK OTC BLK;OSFA;OSFA;194790424198;UNITED STATES;;1/01/2000;6M;UNISEX;SEASONAL COLLECTION;NBA 950 OTC;NO;950;950;;BASKETBALL;NBA;LOS ANGELES LAKERS;BLACK;;100% Polyester Woven;LIFESTYLE;9008;;;;;$34.99; $11.20 ;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;DTC/WHSL;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;118;$1,321.60;4500434572;18/06/2024;;Shanghai 17;;;20/04/2024;208824 Everbright Industrial Hong Kong Lim;CHINA;17.5;2122674;9967374;CLASSICS Q3 2024;;
70556869OSFA9967374;CLASSICS;HEADWEAR;70556869;0;NBA20 950 LOSLAK OTC;OSFA;OSFA;194790424181;UNITED STATES;;1/01/2000;6M;UNISEX;SEASONAL COLLECTION;NBA 950 OTC;NO;950;950;;BASKETBALL;NBA;LOS ANGELES LAKERS;PURPLE;;100% Polyester woven;LIFESTYLE;9008;;;;;$34.99; $11.20 ;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;DTC/WHSL;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;94;$1,052.80;4500434572;18/06/2024;;Shanghai 17;;;20/04/2024;208824 Everbright Industrial Hong Kong Lim;CHINA;17.5;2122674;9967374;CLASSICS Q3 2024;;
70556872OSFA9967374;CLASSICS;HEADWEAR;70556872;0;NBA20 950 MIAHEA OTC BLK;OSFA;OSFA;194790424235;UNITED STATES;;1/01/2000;6M;UNISEX;SEASONAL COLLECTION;NBA 950 OTC;NO;950;950;;BASKETBALL;NBA;MIAMI HEAT;BLACK;;100% Polyester Woven;LIFESTYLE;9008;;;;;$34.99; $11.20 ;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;DTC/WHSL;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;106;$1,187.20;4500434572;18/06/2024;;Shanghai 17;;;20/04/2024;208824 Everbright Industrial Hong Kong Lim;CHINA;17.5;2122674;9967374;CLASSICS Q3 2024;;
70556896OSFA9967374;CLASSICS;HEADWEAR;70556896;0;NBA20 950 PHI76E OTC;OSFA;OSFA;194790424310;UNITED STATES;;1/01/2000;6M;UNISEX;SEASONAL COLLECTION;NBA 950 OTC;NO;950;950;;BASKETBALL;NBA;PHILADELPHIA 76ERS;MED BLUE;;100% Polyester woven;LIFESTYLE;9008;;;;;$34.99; $11.20 ;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;DTC/WHSL;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;94;$1,052.80;4500434572;18/06/2024;;Shanghai 17;;;20/04/2024;208824 Everbright Industrial Hong Kong Lim;CHINA;17.5;2122674;9967374;CLASSICS Q3 2024;;
70557027OSFA9967374;CLASSICS;HEADWEAR;70557027;0;NBA20 950 CHIBUL 2TONE OTC BLK;OSFA;OSFA;194790424921;UNITED STATES;;1/01/2000;6M;UNISEX;SEASONAL COLLECTION;NBA 950 2TONE;NO;950;950;;BASKETBALL;NBA;CHICAGO BULLS;BLACK;;100% Polyester Woven;LIFESTYLE;9008;;;;;$34.99; $11.20 ;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;DTC/WHSL;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;94;$1,052.80;4500434572;18/06/2024;;Shanghai 17;;;20/04/2024;208824 Everbright Industrial Hong Kong Lim;CHINA;17.5;2122674;9967374;CLASSICS Q3 2024;;
70557028OSFA9967374;CLASSICS;HEADWEAR;70557028;0;NBA20 950 CHIBUL 2TONE OTC;OSFA;OSFA;194790424914;UNITED STATES;;1/01/2000;6M;UNISEX;SEASONAL COLLECTION;NBA 950 2TONE;NO;950;950;;BASKETBALL;NBA;CHICAGO BULLS;RED;;100% Polyester woven;LIFESTYLE;9008;;;;;$34.99; $11.20 ;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;DTC/WHSL;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;94;$1,052.80;4500434572;18/06/2024;;Shanghai 17;;;20/04/2024;208824 Everbright Industrial Hong Kong Lim;CHINA;17.5;2122674;9967374;CLASSICS Q3 2024;;
70557044OSFA9967374;CLASSICS;HEADWEAR;70557044;0;NBA20 950 LOSLAK 2TONE BLACK;OSFA;OSFA;194790425010;UNITED STATES;;1/01/2000;6M;UNISEX;SEASONAL COLLECTION;NBA 950 2TONE;NO;950;950;;BASKETBALL;NBA;LOS ANGELES LAKERS;BLACK;;100% Polyester Woven;LIFESTYLE;9008;;;;;$34.99; $11.20 ;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;DTC/WHSL;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;94;$1,052.80;4500434572;18/06/2024;;Shanghai 17;;;20/04/2024;208824 Everbright Industrial Hong Kong Lim;CHINA;17.5;2122674;9967374;CLASSICS Q3 2024;;
70557045OSFA9967374;CLASSICS;HEADWEAR;70557045;0;NBA20 950 LOSLAK 2TONE;OSFA;OSFA;194790425027;UNITED STATES;;1/01/2000;6M;UNISEX;SEASONAL COLLECTION;NBA 950 2TONE;NO;950;950;;BASKETBALL;NBA;LOS ANGELES LAKERS;PURPLE;;100% Polyester woven;LIFESTYLE;9008;;;;;$34.99; $11.20 ;1029203;DISTRIBUCIONES Y SERVICIOS REGIONALES;PANAMA TOCUMEN;DTC/WHSL;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;94;$1,052.80;4500434572;18/06/2024;;Shanghai 17;;;20/04/2024;208824 Everbright Industrial Hong Kong Lim;CHINA;17.5;2122674;9967374;CLASSICS Q3 2024;;
14374328OSFM9967301;FW 24;HEADWEAR;14374328;0;940 SADPAD CORE OCNSD BL;OSFM;OSFM;198357044812;MEXICOICO;JUNE;1/06/2024;1M;UNISEX;SEASONAL COLLECTION;CORE BASICS;NO;940;940;;BASEBALL;MLB;SAN DIEGO PADRES;OCEANSIDE BLUE;CUS;100% Polyester woven;LIFESTYLE;9008;;;;;$31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;144;$1,474.56;4500438344;17/06/2024;;Shanghai 16;;;30/04/2024;210539 SHANGHAI RATONE INTERNATIONAL LTD.;CHINA;$16.00;2107499;9967301;940 CORE BASICS;;
14374329OSFM9967301;FW 24;HEADWEAR;14374329;0;940 SADPAD CORE NW OLV;OSFM;OSFM;198357044829;MEXICOICO;JUNE;1/06/2024;1M;UNISEX;SEASONAL COLLECTION;CORE BASICS;NO;940;940;;BASEBALL;MLB;SAN DIEGO PADRES;NEW OLIVE;CUS;100% Polyester woven;LIFESTYLE;9008;;;;;$31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;144;$1,474.56;4500438344;17/06/2024;;Shanghai 16;;;30/04/2024;210539 SHANGHAI RATONE INTERNATIONAL LTD.;CHINA;$16.00;2107499;9967301;940 CORE BASICS;;
14374331OSFM9967301;FW 24;HEADWEAR;14374331;0;940 SADPAD CORE MRN;OSFM;OSFM;198357044843;MEXICOICO;JUNE;1/06/2024;1M;UNISEX;SEASONAL COLLECTION;CORE BASICS;NO;940;940;;BASEBALL;MLB;SAN DIEGO PADRES;MAROON;CUS;100% Polyester woven;LIFESTYLE;9008;;;;;$31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;144;$1,474.56;4500438344;17/06/2024;;Shanghai 16;;;30/04/2024;210539 SHANGHAI RATONE INTERNATIONAL LTD.;CHINA;$16.00;2107499;9967301;940 CORE BASICS;;
14374335OSFM9967301;FW 24;HEADWEAR;14374335;0;940 SADPAD CORE KLLY GRN;OSFM;OSFM;198357044881;MEXICOICO;JUNE;1/06/2024;1M;UNISEX;SEASONAL COLLECTION;CORE BASICS;NO;940;940;;BASEBALL;MLB;SAN DIEGO PADRES;KELLY GREEN;CUS;100% Polyester woven;LIFESTYLE;9008;;;;;$31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;144;$1,474.56;4500438344;17/06/2024;;Shanghai 16;;;30/04/2024;210539 SHANGHAI RATONE INTERNATIONAL LTD.;CHINA;$16.00;2107499;9967301;940 CORE BASICS;;
14374338OSFM9967301;FW 24;HEADWEAR;14374338;0;940 SADPAD CORE DK GPHT;OSFM;OSFM;198357044911;MEXICOICO;JUNE;1/06/2024;1M;UNISEX;SEASONAL COLLECTION;CORE BASICS;NO;940;940;;BASEBALL;MLB;SAN DIEGO PADRES;GRAPHITE/DARK GRAPHITE CAMO;CUS;100% Polyester woven;LIFESTYLE;9008;;;;;$31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;144;$1,474.56;4500438344;17/06/2024;;Shanghai 16;;;30/04/2024;210539 SHANGHAI RATONE INTERNATIONAL LTD.;CHINA;$16.00;2107499;9967301;940 CORE BASICS;;
14374341OSFM9967301;FW 24;HEADWEAR;14374341;0;940 SADPAD CORE BLK;OSFM;OSFM;198357044942;MEXICOICO;JUNE;1/06/2024;1M;UNISEX;SEASONAL COLLECTION;CORE BASICS;NO;940;940;;BASEBALL;MLB;SAN DIEGO PADRES;BLACK;CUS;100% Polyester woven;LIFESTYLE;9008;;;;;$31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;204;$2,088.96;4500438344;17/06/2024;;Shanghai 16;;;30/04/2024;210539 SHANGHAI RATONE INTERNATIONAL LTD.;CHINA;$16.00;2107499;9967301;940 CORE BASICS;;
14374342OSFM9967301;FW 24;HEADWEAR;14374342;0;940 OAKATL CORE WDLND CMO;OSFM;OSFM;198357044959;MEXICOICO;JUNE;1/06/2024;1M;UNISEX;SEASONAL COLLECTION;CORE BASICS;NO;940;940;;BASEBALL;MLB;OAKLAND ATHLETICS;WOODLAND CAMO;CUS;100% Polyester woven;LIFESTYLE;9008;;;;;$31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;144;$1,474.56;4500438344;17/06/2024;;Shanghai 16;;;30/04/2024;210539 SHANGHAI RATONE INTERNATIONAL LTD.;CHINA;$16.00;2107499;9967301;940 CORE BASICS;;
14374344OSFM9967301;FW 24;HEADWEAR;14374344;0;940 OAKATL CORE STN;OSFM;OSFM;198357044973;MEXICOICO;JUNE;1/06/2024;1M;UNISEX;SEASONAL COLLECTION;CORE BASICS;NO;940;940;;BASEBALL;MLB;OAKLAND ATHLETICS;STONE;CUS;100% Polyester woven;LIFESTYLE;9008;;;;;$31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;144;$1,474.56;4500438344;17/06/2024;;Shanghai 16;;;30/04/2024;210539 SHANGHAI RATONE INTERNATIONAL LTD.;CHINA;$16.00;2107499;9967301;940 CORE BASICS;;
14374349OSFM9967301;FW 24;HEADWEAR;14374349;0;940 OAKATL CORE OCNSD BL;OSFM;OSFM;198357045024;MEXICOICO;JUNE;1/06/2024;1M;UNISEX;SEASONAL COLLECTION;CORE BASICS;NO;940;940;;BASEBALL;MLB;OAKLAND ATHLETICS;OCEANSIDE BLUE;CUS;100% Polyester woven;LIFESTYLE;9008;;;;;$31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;144;$1,474.56;4500438344;17/06/2024;;Shanghai 16;;;30/04/2024;210539 SHANGHAI RATONE INTERNATIONAL LTD.;CHINA;$16.00;2107499;9967301;940 CORE BASICS;;
14374351OSFM9967301;FW 24;HEADWEAR;14374351;0;940 OAKATL CORE NVY;OSFM;OSFM;198357045048;MEXICOICO;JUNE;1/06/2024;1M;UNISEX;SEASONAL COLLECTION;CORE BASICS;NO;940;940;;BASEBALL;MLB;OAKLAND ATHLETICS;NAVY;CUS;100% Polyester woven;LIFESTYLE;9008;;;;;$31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;204;$2,088.96;4500438344;17/06/2024;;Shanghai 16;;;30/04/2024;210539 SHANGHAI RATONE INTERNATIONAL LTD.;CHINA;$16.00;2107499;9967301;940 CORE BASICS;;
14374358OSFM9967301;FW 24;HEADWEAR;14374358;0;940 OAKATL CORE EMRLD GRN;OSFM;OSFM;198357045116;MEXICOICO;JUNE;1/06/2024;1M;UNISEX;SEASONAL COLLECTION;CORE BASICS;NO;940;940;;BASEBALL;MLB;OAKLAND ATHLETICS;EMERALD GREEN;CUS;100% Polyester woven;LIFESTYLE;9008;;;;;$31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;144;$1,474.56;4500438344;17/06/2024;;Shanghai 16;;;30/04/2024;210539 SHANGHAI RATONE INTERNATIONAL LTD.;CHINA;$16.00;2107499;9967301;940 CORE BASICS;;
14374359OSFM9967301;FW 24;HEADWEAR;14374359;0;940 OAKATL CORE DK GPHT;OSFM;OSFM;198357045123;MEXICOICO;JUNE;1/06/2024;1M;UNISEX;SEASONAL COLLECTION;CORE BASICS;NO;940;940;;BASEBALL;MLB;OAKLAND ATHLETICS;GRAPHITE/DARK GRAPHITE CAMO;CUS;100% Polyester woven;LIFESTYLE;9008;;;;;$31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;204;$2,088.96;4500438344;17/06/2024;;Shanghai 16;;;30/04/2024;210539 SHANGHAI RATONE INTERNATIONAL LTD.;CHINA;$16.00;2107499;9967301;940 CORE BASICS;;
14374362OSFM9967301;FW 24;HEADWEAR;14374362;0;940 OAKATL CORE BLK;OSFM;OSFM;198357045154;MEXICOICO;JUNE;1/06/2024;1M;UNISEX;SEASONAL COLLECTION;CORE BASICS;NO;940;940;;BASEBALL;MLB;OAKLAND ATHLETICS;BLACK;CUS;100% Polyester woven;LIFESTYLE;9008;;;;;$31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;204;$2,088.96;4500438344;17/06/2024;;Shanghai 16;;;30/04/2024;210539 SHANGHAI RATONE INTERNATIONAL LTD.;CHINA;$16.00;2107499;9967301;940 CORE BASICS;;
14374363OSFM9967301;FW 24;HEADWEAR;14374363;0;940 NEYYAN CORE WDLND CMO;OSFM;OSFM;198357045161;MEXICOICO;JUNE;1/06/2024;1M;UNISEX;SEASONAL COLLECTION;CORE BASICS;NO;940;940;;BASEBALL;MLB;NEW YORK YANKEES;WOODLAND CAMO;CUS;100% Polyester woven;LIFESTYLE;9008;;;;;$31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;274;$2,805.76;4500438344;17/06/2024;;Shanghai 16;;;30/04/2024;210539 SHANGHAI RATONE INTERNATIONAL LTD.;CHINA;$16.00;2107499;9967301;940 CORE BASICS;;
14374364OSFM9967301;FW 24;HEADWEAR;14374364;0;940 NEYYAN CORE TR PRPL;OSFM;OSFM;198357045178;MEXICOICO;JUNE;1/06/2024;1M;UNISEX;SEASONAL COLLECTION;CORE BASICS;NO;940;940;;BASEBALL;MLB;NEW YORK YANKEES;TRUE PURPLE;CUS;100% Polyester woven;LIFESTYLE;9008;;;;;$31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;252;$2,580.48;4500438344;17/06/2024;;Shanghai 16;;;30/04/2024;210539 SHANGHAI RATONE INTERNATIONAL LTD.;CHINA;$16.00;2107499;9967301;940 CORE BASICS;;
14374365OSFM9967301;FW 24;HEADWEAR;14374365;0;940 NEYYAN CORE STN;OSFM;OSFM;198357045185;MEXICOICO;JUNE;1/06/2024;1M;UNISEX;SEASONAL COLLECTION;CORE BASICS;NO;940;940;;BASEBALL;MLB;NEW YORK YANKEES;STONE;CUS;100% Polyester woven;LIFESTYLE;9008;;;;;$31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;314;$3,215.36;4500438344;17/06/2024;;Shanghai 16;;;30/04/2024;210539 SHANGHAI RATONE INTERNATIONAL LTD.;CHINA;$16.00;2107499;9967301;940 CORE BASICS;;
14374366OSFM9967301;FW 24;HEADWEAR;14374366;0;940 NEYYAN CORE SCRLT;OSFM;OSFM;198357045192;MEXICOICO;JUNE;1/06/2024;1M;UNISEX;SEASONAL COLLECTION;CORE BASICS;NO;940;940;;BASEBALL;MLB;NEW YORK YANKEES;SCARLET;CUS;100% Polyester woven;LIFESTYLE;9008;;;;;$31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;292;$2,990.08;4500438344;17/06/2024;;Shanghai 16;;;30/04/2024;210539 SHANGHAI RATONE INTERNATIONAL LTD.;CHINA;$16.00;2107499;9967301;940 CORE BASICS;;
14374367OSFM9967301;FW 24;HEADWEAR;14374367;0;940 NEYYAN CORE PNK LMND;OSFM;OSFM;198357045208;MEXICOICO;JUNE;1/06/2024;1M;UNISEX;SEASONAL COLLECTION;CORE BASICS;NO;940;940;;BASEBALL;MLB;NEW YORK YANKEES;PINK LEMONADE;CUS;100% Polyester woven;LIFESTYLE;9008;;;;;$31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;374;$3,829.76;4500438344;17/06/2024;;Shanghai 16;;;30/04/2024;210539 SHANGHAI RATONE INTERNATIONAL LTD.;CHINA;$16.00;2107499;9967301;940 CORE BASICS;;
14374368OSFM9967301;FW 24;HEADWEAR;14374368;0;940 NEYYAN CORE PNK;OSFM;OSFM;198357045215;MEXICOICO;JUNE;1/06/2024;1M;UNISEX;SEASONAL COLLECTION;CORE BASICS;NO;940;940;;BASEBALL;MLB;NEW YORK YANKEES;PINK;CUS;100% Polyester woven;LIFESTYLE;9008;;;;;$31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;282;$2,887.68;4500438344;17/06/2024;;Shanghai 16;;;30/04/2024;210539 SHANGHAI RATONE INTERNATIONAL LTD.;CHINA;$16.00;2107499;9967301;940 CORE BASICS;;
14374369OSFM9967301;FW 24;HEADWEAR;14374369;0;940 NEYYAN CORE OPTC WHT;OSFM;OSFM;198357045222;MEXICOICO;JUNE;1/06/2024;1M;UNISEX;SEASONAL COLLECTION;CORE BASICS;NO;940;940;;BASEBALL;MLB;NEW YORK YANKEES;OPTIC WHITE;CUS;100% Polyester woven;LIFESTYLE;9008;;;;;$31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;278;$2,846.72;4500438344;17/06/2024;;Shanghai 16;;;30/04/2024;210539 SHANGHAI RATONE INTERNATIONAL LTD.;CHINA;$16.00;2107499;9967301;940 CORE BASICS;;
14374370OSFM9967301;FW 24;HEADWEAR;14374370;0;940 NEYYAN CORE OCNSD BL;OSFM;OSFM;198357045239;MEXICOICO;JUNE;1/06/2024;1M;UNISEX;SEASONAL COLLECTION;CORE BASICS;NO;940;940;;BASEBALL;MLB;NEW YORK YANKEES;OCEANSIDE BLUE;CUS;100% Polyester woven;LIFESTYLE;9008;;;;;$31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;144;$1,474.56;4500438344;17/06/2024;;Shanghai 16;;;30/04/2024;210539 SHANGHAI RATONE INTERNATIONAL LTD.;CHINA;$16.00;2107499;9967301;940 CORE BASICS;;
14374371OSFM9967301;FW 24;HEADWEAR;14374371;0;940 NEYYAN CORE NW OLV;OSFM;OSFM;198357045246;MEXICOICO;JUNE;1/06/2024;1M;UNISEX;SEASONAL COLLECTION;CORE BASICS;NO;940;940;;BASEBALL;MLB;NEW YORK YANKEES;NEW OLIVE;CUS;100% Polyester woven;LIFESTYLE;9008;;;;;$31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;398;$4,075.52;4500438344;17/06/2024;;Shanghai 16;;;30/04/2024;210539 SHANGHAI RATONE INTERNATIONAL LTD.;CHINA;$16.00;2107499;9967301;940 CORE BASICS;;
14374372OSFM9967301;FW 24;HEADWEAR;14374372;0;940 NEYYAN CORE NVY;OSFM;OSFM;198357045253;MEXICOICO;JUNE;1/06/2024;1M;UNISEX;SEASONAL COLLECTION;CORE BASICS;NO;940;940;;BASEBALL;MLB;NEW YORK YANKEES;NAVY;CUS;100% Polyester woven;LIFESTYLE;9008;;;;;$31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;478;$4,894.72;4500438344;17/06/2024;;Shanghai 16;;;30/04/2024;210539 SHANGHAI RATONE INTERNATIONAL LTD.;CHINA;$16.00;2107499;9967301;940 CORE BASICS;;
14374373OSFM9967301;FW 24;HEADWEAR;14374373;0;940 NEYYAN CORE MRN;OSFM;OSFM;198357045260;MEXICOICO;JUNE;1/06/2024;1M;UNISEX;SEASONAL COLLECTION;CORE BASICS;NO;940;940;;BASEBALL;MLB;NEW YORK YANKEES;MAROON;CUS;100% Polyester woven;LIFESTYLE;9008;;;;;$31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;184;$1,884.16;4500438344;17/06/2024;;Shanghai 16;;;30/04/2024;210539 SHANGHAI RATONE INTERNATIONAL LTD.;CHINA;$16.00;2107499;9967301;940 CORE BASICS;;
14374374OSFM9967301;FW 24;HEADWEAR;14374374;0;940 NEYYAN CORE MNTN PN GRN;OSFM;OSFM;198357045277;MEXICOICO;JUNE;1/06/2024;1M;UNISEX;SEASONAL COLLECTION;CORE BASICS;NO;940;940;;BASEBALL;MLB;NEW YORK YANKEES;MOUNTAIN PINE GREEN;CUS;100% Polyester woven;LIFESTYLE;9008;;;;;$31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;144;$1,474.56;4500438344;17/06/2024;;Shanghai 16;;;30/04/2024;210539 SHANGHAI RATONE INTERNATIONAL LTD.;CHINA;$16.00;2107499;9967301;940 CORE BASICS;;
14374375OSFM9967301;FW 24;HEADWEAR;14374375;0;940 NEYYAN CORE MJSTC BL;OSFM;OSFM;198357045284;MEXICOICO;JUNE;1/06/2024;1M;UNISEX;SEASONAL COLLECTION;CORE BASICS;NO;940;940;;BASEBALL;MLB;NEW YORK YANKEES;MAJESTIC BLUE;CUS;100% Polyester woven;LIFESTYLE;9008;;;;;$31.99; $10.24 ;1025577;ACCESORIOS Y SERVICIOS REGIONALES;GUATEMALA;NEO/NES/WHLS;68%;DANIEL SALDIVAR;DAVID OSTOS;JULY;144;$1,474.56;4500438344;17/06/2024;;Shanghai 16;;;30/04/2024;210539 SHANGHAI RATONE INTERNATIONAL LTD.;CHINA;$16.00;2107499;9967301;940 CORE BASICS;;
